,Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y,deteriorated,dist
2294,I-16,WB,13.85618868,13.85318868,2341,15.84,NC,NC,NC,NC,NC,,,,,0,-83.50740616687817,32.700250694306845,0,26
2295,I-16,WB,13.85318868,13.84895194,2342,22.37,NC,NC,NC,NC,NC,,,,,0,-83.50744920689516,32.70028660031307,0,25
2296,I-16,WB,13.84895194,13.84455989,2343,23.19,NC,NC,NC,NC,NC,,,,,0,-83.50750999004505,32.70033730937894,0,24
2297,I-16,WB,13.84455989,13.84132883,2344,17.06,NC,NC,NC,NC,NC,,,,,0,-83.50757300126946,32.70038987838496,0,23
2298,I-16,WB,13.84132883,13.83830231,2345,15.98,NC,NC,NC,NC,NC,,,,,0,-83.50761935622327,32.70042855215893,0,22
2299,I-16,WB,13.83830231,13.83407314,2346,22.33,NC,NC,NC,NC,NC,,,,,0,-83.5076627766278,32.700464778227705,0,21
2300,I-16,WB,13.83407314,13.82971708,2347,23.0,NC,NC,NC,NC,NC,,,,,0,-83.50772345106738,32.700515400423086,0,20
2301,I-16,WB,13.82971708,13.82648791,2348,17.05,NC,NC,NC,NC,NC,,,,,0,-83.50778594600482,32.700567542649964,0,19
2302,I-16,WB,13.82648791,13.823522,2349,15.66,NC,NC,NC,NC,NC,,,,,0,-83.50783227376881,32.700606196676496,0,18
2303,I-16,WB,13.823522,13.81927958,2350,22.4,NC,NC,NC,NC,NC,,,,,0,-83.50787482466168,32.70064170000565,0,17
2304,I-16,WB,13.81927958,13.81494814,2351,22.87,NC,NC,NC,NC,NC,,,,,0,-83.5079356892793,32.70069248474315,0,16
2305,I-16,WB,13.81494814,13.81171518,2352,17.07,NC,NC,NC,NC,NC,,,,,0,-83.50799783095977,32.70074433620622,0,15
2306,I-16,WB,13.81171518,13.80874927,2353,15.66,NC,NC,NC,NC,NC,,,,,0,-83.50804421304858,32.7007830385403,0,14
2307,I-16,WB,13.80874927,13.80454851,2354,22.18,NC,NC,NC,NC,NC,,,,,0,-83.50808676392423,32.700818544603166,0,13
2308,I-16,WB,13.80454851,13.80014132,2355,23.27,NC,NC,NC,NC,NC,,,,,0,-83.5081470307398,32.700868834446744,0,12
2309,I-16,WB,13.80014132,13.79691594,2356,17.03,NC,NC,NC,NC,NC,,,,,0,-83.50821025926228,32.70092159690625,0,11
2310,I-16,WB,13.79691594,13.79393677,2357,15.73,NC,NC,NC,NC,NC,,,,,0,-83.50825653264492,32.70096021158628,0,10
2311,I-16,WB,13.79393677,13.78976631,2358,22.02,NC,NC,NC,NC,NC,,,,,0,-83.50829927370438,32.700995879183175,0,9
2312,I-16,WB,13.78976631,13.78530419,2359,23.56,NC,NC,NC,NC,NC,,,,,0,-83.50835910574732,32.701045810224024,0,8
2313,I-16,WB,13.78530419,13.78215078,2360,16.65,NC,NC,NC,NC,NC,,,,,0,-83.50842312222105,32.70109923452203,0,7
2314,I-16,WB,13.78215078,13.77913373,2361,15.93,NC,NC,NC,NC,NC,,,,,0,-83.5084683630596,32.701136990637465,0,6
2315,I-16,WB,13.77913373,13.77498222,2362,21.92,NC,NC,NC,NC,NC,,,,,0,-83.50851164753341,32.701173114684785,0,5
2316,I-16,WB,13.77498222,13.77056365,2363,23.33,NC,NC,NC,NC,NC,,,,,0,-83.50857120783253,32.70122282307386,0,4
2317,I-16,WB,13.77056365,13.76733259,2364,17.06,NC,NC,NC,NC,NC,,,,,0,-83.50863459932837,32.70127573024062,0,3
2318,I-16,WB,13.76733259,13.76438183,2365,15.58,NC,NC,NC,NC,NC,,,,,0,-83.50868095418366,32.70131441936427,0,2
2319,I-16,WB,13.76438183,13.76021706,2366,21.99,NC,NC,NC,NC,NC,,,,,0,-83.50872328762847,32.70134975276062,0,1
2320,I-16,WB,13.76021706,13.75579471,2367,23.35,T2,T2,T2,T2,T2,,,,,0,-83.50878303809989,32.70139962421606,0,0
2321,I-16,WB,13.75579471,13.753111,2368,14.17,R,R,R,R,R,,,,,1,-83.5088464839069,32.70145258142594,0,0
2322,I-16,WB,13.753111,13.74834016,2369,25.19,B,B,B,B,B,,,,,1,-83.50888498613182,32.7014847194063,0,0
2323,I-16,WB,13.74834016,13.7438894,2370,23.5,L2,SS,SS,SS,SS,,,,,0,-83.50895343150408,32.70154185232784,0,0
2324,I-16,WB,13.7438894,13.74076819,2371,16.48,NC,NC,NC,NC,T2,,,,,0,-83.50901728485616,32.7015951538712,0,1
2325,I-16,WB,13.74076819,13.73764698,2372,16.48,NC,NC,NC,NC,T2,,,,,0,-83.50906206370938,32.70163253406186,0,2
2326,I-16,WB,13.73764698,13.73344811,2373,22.17,NC,NC,NC,NC,NC,,,,,0,-83.50910684255611,32.701669915110145,0,3
2327,I-16,WB,13.73344811,13.72909773,2374,22.97,NC,NC,NC,NC,NC,,,,,0,-83.5091670820505,32.70172020392945,0,2
2328,I-16,WB,13.72909773,13.72595,2375,16.62,NC,L1,L2,L2,L2,,,,,0,-83.50922949526036,32.701772309254714,1,1
2329,I-16,WB,13.72595,13.72291591,2376,16.02,L1,L1,L2,L2,L2,,,,,0,-83.50927465447981,32.701810011623714,0,0
2330,I-16,WB,13.72291591,13.71874167,2377,22.04,NC,L2,L2,L2,L2,,,,,0,-83.50931818339244,32.70184635408214,1,1
2331,I-16,WB,13.71874167,13.71434394,2378,23.22,NC,NC,NC,NC,NC,,,,,0,-83.50937806959499,32.70189635528052,0,2
2332,I-16,WB,13.71434394,13.71111477,2379,17.05,NC,NC,NC,NC,NC,,,,,0,-83.50944116201171,32.70194903720242,0,3
2333,I-16,WB,13.71111477,13.70804659,2380,16.2,NC,NC,NC,NC,NC,,,,,0,-83.50948748967635,32.70198771005424,0,4
2334,I-16,WB,13.70804659,13.70395757,2381,21.59,NC,NC,NC,NC,NC,,,,,0,-83.50953150846964,32.70202438774367,0,3
2335,I-16,WB,13.70395757,13.69953333,2382,23.36,NC,NC,NC,NC,NC,,,,,0,-83.50959017301737,32.70207326949011,0,2
2336,I-16,WB,13.69953333,13.69639507,2383,16.57,NC,NC,NC,NC,NC,,,,,0,-83.50965364701958,32.702126159715675,0,1
2337,I-16,WB,13.69639507,13.69353711,2384,15.09,T1,T1,T2,T2,T2,,,,,0,-83.50969867116888,32.7021636771149,0,0
2338,I-16,WB,13.69353711,13.69068673,2385,15.05,T2,T2,T2,T2,T2,,,,,0,-83.5097396738465,32.70219784400718,0,0
2339,I-16,WB,13.69068673,13.68775113,2386,15.5,NC,NC,NC,NC,NC,,,,,0,-83.5097805678332,32.702231920780214,0,1
2340,I-16,WB,13.68775113,13.68494999,2387,14.79,NC,NC,NC,NC,NC,,,,,0,-83.50982268456102,32.70226701692867,0,2
2341,I-16,WB,13.68494999,13.68205605,2388,15.28,NC,NC,NC,NC,NC,,,,,0,-83.50986287206842,32.702300505891394,0,3
2342,I-16,WB,13.68205605,13.67919809,2389,15.09,NC,NC,NC,NC,NC,,,,,0,-83.5099043910052,32.70233510481496,0,4
2343,I-16,WB,13.67919809,13.67633635,2390,15.11,NC,NC,NC,NC,NC,,,,,0,-83.50994539366985,32.70236927397076,0,5
2344,I-16,WB,13.67633635,13.6734765,2391,15.1,NC,NC,NC,NC,NC,,,,,0,-83.50998645067607,32.70240348886625,0,6
2345,I-16,WB,13.6734765,13.6706337,2392,15.01,NC,NC,NC,NC,NC,,,,,0,-83.51002748050762,32.70243768157046,0,7
2346,I-16,WB,13.6706337,13.66774544,2393,15.25,NC,NC,NC,NC,NC,,,,,0,-83.51006826578794,32.70247167092571,0,8
2347,I-16,WB,13.66774544,13.66488748,2394,15.09,NC,NC,NC,NC,NC,,,,,0,-83.51010970319535,32.702506204206344,0,7
2348,I-16,WB,13.66488748,13.66212991,2395,14.56,NC,NC,NC,NC,NC,,,,,0,-83.51015070584704,32.70254037562547,0,6
2349,I-16,WB,13.66212991,13.65920756,2396,15.43,NC,NC,NC,NC,NC,,,,,0,-83.51019026837662,32.70257334728495,0,5
2350,I-16,WB,13.65920756,13.65640831,2397,14.78,NC,NC,NC,NC,NC,,,,,0,-83.5102321948734,32.702608289550994,0,4
2351,I-16,WB,13.65640831,13.6535068,2398,15.32,NC,NC,NC,NC,NC,,,,,0,-83.51027235518337,32.70264176029315,0,3
2352,I-16,WB,13.6535068,13.65065642,2399,15.05,NC,NC,NC,NC,NC,,,,,0,-83.51031398278215,32.70267645437599,0,2
2353,I-16,WB,13.65065642,13.64776248,2400,15.28,NC,NC,NC,NC,NC,,,,,0,-83.51035487673263,32.702710537464746,0,1
2354,I-16,WB,13.64776248,13.64558066,2401,11.52,R,R,R,R,R,,,,,1,-83.51039639563785,32.702745141885934,0,0
2355,I-16,WB,13.64558066,13.6424443,2402,16.56,SS,SS,SS,SS,NC,,,1.0,,0,-83.51042769784733,32.70277123139289,0,0
2356,I-16,WB,13.6424443,13.63936285,2403,16.27,NC,T1,CC,CC,CC,,,,,0,-83.51047269477084,32.70280873551816,1,1
2357,I-16,WB,13.63936285,13.63517535,2404,22.11,NC,NC,NC,NC,NC,,,,,0,-83.51051690370167,32.70284558340112,0,2
2358,I-16,WB,13.63517535,13.6308477,2405,22.85,NC,L1,L1,L1,L1,,,,,0,-83.51057698110687,32.702895658407435,1,1
2359,I-16,WB,13.6308477,13.62762421,2406,17.02,L1,L1,L1,L1,L1,,,,,0,-83.51063906923795,32.70294741039969,0,0
2360,I-16,WB,13.62762421,13.62462611,2407,15.83,NC,NC,NC,NC,NC,,,,,0,-83.51068531606074,32.702985958956454,0,1
2361,I-16,WB,13.62462611,13.62048027,2408,21.89,NC,L1,L1,L1,T2,,,,,0,-83.51072832940702,32.703021812805915,1,2
2362,I-16,WB,13.62048027,13.61607686,2409,23.25,NC,NC,NC,NC,NC,,,,,0,-83.5107878090075,32.70307139295241,0,1
2363,I-16,WB,13.61607686,13.61285716,2410,17.0,SS,SS,SS,SS,SS,,,,,0,-83.51085098399969,32.70312405450375,0,0
2364,I-16,WB,13.61285716,13.60984959,2411,15.88,CC,SS,SS,SS,SS,,,,,0,-83.51089717646308,32.70316256041552,0,0
2365,I-16,WB,13.60984959,13.60568671,2412,21.98,L1,T2,T2,SS,SS,,,,,0,-83.51094032565526,32.70319852999154,0,0
2366,I-16,WB,13.60568671,13.6012814,2413,23.26,L1,L1,T2,T2,SS,,,,,0,-83.51100004978426,32.703248317422776,0,0
2367,I-16,WB,13.6012814,13.59812042,2414,16.69,NC,NC,NC,T2,SS,,,,,0,-83.51106325192742,32.70330100526738,0,1
2368,I-16,WB,13.59812042,13.59513746,2415,15.75,L2,L2,L2,SS,SS,,,,,0,-83.51110860204255,32.70333881162413,0,0
2369,I-16,WB,13.59513746,13.59092155,2416,22.26,L1,L1,L1,L1,L1,,,,,0,-83.51115139798404,32.703374489197834,0,0
2370,I-16,WB,13.59092155,13.5865939,2417,22.85,NC,NC,NC,NC,NC,,,,,0,-83.51121188290983,32.7034249143441,0,1
2371,I-16,WB,13.5865939,13.58331738,2418,17.3,NC,NC,NC,NC,NC,,,,,0,-83.51127397097905,32.703476677042715,0,2
2372,I-16,WB,13.58331738,13.58039503,2419,15.43,NC,NC,NC,NC,NC,,,,,0,-83.51132097857217,32.7035158678881,0,1
2373,I-16,WB,13.58039503,13.57614693,2420,22.43,L1,L1,L1,T1,SS,,,,,0,-83.51136290499474,32.70355082300869,0,0
2374,I-16,WB,13.57614693,13.57177571,2421,23.08,NC,NC,NC,NC,NC,,,,,0,-83.5114238518245,32.7036016367754,0,1
2375,I-16,WB,13.57177571,13.56851435,2422,17.22,NC,NC,NC,NC,NC,,,,,0,-83.51148656482908,32.70365392413653,0,1
2376,I-16,WB,13.56851435,13.56557495,2423,15.52,SS,SS,SS,SS,NC,,,1.0,,0,-83.51153335503025,32.70369293647226,0,0
2377,I-16,WB,13.56557495,13.56129654,2424,22.59,NC,NC,NC,NC,T2,,,,,0,-83.51157552598671,32.70372809793193,0,1
2378,I-16,WB,13.56129654,13.55694616,2425,22.97,SS,SS,SS,SS,SS,,,,,0,-83.51163690754788,32.70377927774741,0,0
2379,I-16,WB,13.55694616,13.55370563,2426,17.11,NC,NC,NC,NC,NC,,,,,0,-83.5116993216391,32.70383131954978,0,1
2380,I-16,WB,13.55370563,13.55070752,2427,15.83,SS,SS,SS,SS,SS,,,,,0,-83.51174581293233,32.703870085391706,0,0
2381,I-16,WB,13.55070752,13.54655033,2428,21.95,SS,SS,SS,SS,SS,,,,,0,-83.51178882620637,32.703905951690146,0,0
2382,I-16,WB,13.54655033,13.54217343,2429,23.11,L1,L1,L1,L1,L1,,,,,0,-83.51184846873882,32.70395568500949,0,0
2383,I-16,WB,13.54217343,13.53895184,2430,17.01,NC,NC,NC,NC,NC,,,,,0,-83.51191126321667,32.70400804766261,0,1
2384,I-16,WB,13.53895184,13.5359632,2431,15.78,NC,NC,NC,NC,NC,,,,,0,-83.51195748277411,32.70404658963512,0,2
2385,I-16,WB,13.5359632,13.53177002,2432,22.14,NC,NC,NC,NC,NC,,,,,0,-83.51200036017349,32.704082345151384,0,1
2386,I-16,WB,13.53177002,13.52739502,2433,23.1,SS,SS,SS,SS,SS,,,,,0,-83.51206051895325,32.704132512482865,0,0
2387,I-16,WB,13.52739502,13.5241185,2434,17.3,NC,NC,NC,NC,NC,,,,,0,-83.51212328623753,32.70418485615865,0,1
2388,I-16,WB,13.5241185,13.5212132,2435,15.34,SS,SS,SS,SS,SS,,,,,0,-83.51217029376649,32.704224057990295,0,0
2389,I-16,WB,13.5212132,13.51700486,2436,22.22,NC,NC,NC,NC,T2,,,,,0,-83.51221197558391,32.70425881897418,0,1
2390,I-16,WB,13.51700486,13.51267721,2437,22.85,NC,NC,NC,NC,NC,,,,,0,-83.5122723517187,32.7043091711262,0,1
2391,I-16,WB,13.51267721,13.50944046,2438,17.09,SS,SS,SS,SS,SS,,,,,0,-83.51233443968188,32.70436095196201,0,0
2392,I-16,WB,13.50944046,13.50640259,2439,16.04,NC,NC,NC,T2,T2,,,,,0,-83.51238087658314,32.704399680659385,0,1
2393,I-16,WB,13.50640259,13.50222455,2440,22.06,NC,NC,NC,NC,NC,,,,,0,-83.51242446042401,32.704436030436696,0,2
2394,I-16,WB,13.50222455,13.4978969,2441,22.85,NC,NC,NC,NC,NC,,,,,0,-83.5124844017862,32.704486023567526,0,3
2395,I-16,WB,13.4978969,13.4946147,2442,17.33,NC,NC,NC,NC,NC,,,,,0,-83.51254648972761,32.70453780808312,0,4
2396,I-16,WB,13.4946147,13.49160144,2443,15.91,NC,NC,NC,NC,T2,,,,,0,-83.51259357873964,32.704577083458986,0,5
2397,I-16,WB,13.49160144,13.48745182,2444,21.91,NC,NC,NC,NC,T2,,,,,0,-83.51263680932962,32.70461314120715,0,6
2398,I-16,WB,13.48745182,13.48306735,2445,23.15,NC,NC,NC,NC,NC,,,,,0,-83.51269634309124,32.70466279794907,0,7
2399,I-16,WB,13.48306735,13.47989121,2446,16.77,NC,NC,NC,NC,NC,,,,,0,-83.5127592461693,32.70471526610561,0,8
2400,I-16,WB,13.47989121,13.47684576,2447,16.08,NC,NC,NC,NC,NC,,,,,0,-83.51280481353517,32.704753275064526,0,9
2401,I-16,WB,13.47684576,13.47270182,2448,21.88,NC,NC,NC,NC,NC,,,,,0,-83.51284850603295,32.70478972070173,0,10
2402,I-16,WB,13.47270182,13.4683931,2449,22.75,NC,NC,NC,NC,NC,,,,,0,-83.51290795825744,32.70483931300992,0,11
2403,I-16,WB,13.4683931,13.46509765,2450,17.4,NC,NC,NC,NC,NC,,,,,0,-83.51296977443515,32.70489087828761,0,12
2404,I-16,WB,13.46509765,13.46209007,2451,15.88,NC,NC,NC,NC,NC,,,,,0,-83.51301705361709,32.704930317970046,0,13
2405,I-16,WB,13.46209007,13.4579234,2452,22.0,NC,NC,NC,NC,NC,,,,,0,-83.51306020266023,32.70496631290654,0,14
2406,I-16,WB,13.4579234,13.45355219,2453,23.08,NC,NC,NC,NC,NC,,,,,0,-83.51311998092643,32.70501618081215,0,15
2407,I-16,WB,13.45355219,13.45033628,2454,16.98,NC,NC,NC,NC,NC,,,,,0,-83.51318269375545,32.70506849787746,0,16
2408,I-16,WB,13.45033628,13.44730029,2455,16.03,NC,NC,NC,NC,NC,,,,,0,-83.51322883169883,32.705106988376684,0,17
2409,I-16,WB,13.44730029,13.44314499,2456,21.94,NC,NC,NC,NC,NC,,,,,0,-83.51327238830507,32.70514332596787,0,18
2410,I-16,WB,13.44314499,13.43872643,2457,23.33,NC,NC,NC,NC,NC,,,,,0,-83.51333200351762,32.705193061510364,0,19
2411,I-16,WB,13.43872643,13.4355484,2458,16.78,NC,NC,NC,NC,NC,,,,,0,-83.51339539562149,32.70524594915493,0,20
2412,I-16,WB,13.4355484,13.43253893,2459,15.89,NC,NC,NC,NC,NC,,,,,0,-83.51344099010912,32.705283989098184,0,21
2413,I-16,WB,13.43253893,13.42839498,2460,21.88,NC,NC,NC,T2,T2,,,,,0,-83.51348416629212,32.70532001198938,0,22
2414,I-16,WB,13.42839498,13.42393665,2461,23.54,NC,NC,NC,NC,T2,,,,,0,-83.51354361845071,32.70536961518413,0,23
2415,I-16,WB,13.42393665,13.42073021,2462,16.93,NC,NC,NC,NC,NC,,,,,0,-83.51360758114079,32.70542298284673,0,24
2416,I-16,WB,13.42073021,13.41773968,2463,15.79,NC,NC,NC,NC,NC,,,,,0,-83.51365358318967,32.70546136570476,0,25
2417,I-16,WB,13.41773968,13.4135143,2464,22.31,NC,NC,NC,NC,NC,,,,,0,-83.51369648763693,32.705497164578674,0,25
2418,I-16,WB,13.4135143,13.40917718,2465,22.9,NC,NC,NC,NC,NC,,,,,0,-83.51375710816455,32.705547746418546,0,24
2419,I-16,WB,13.40917718,13.40598399,2466,16.86,NC,NC,NC,NC,NC,,,,,0,-83.5138193318277,32.70559966706167,0,23
2420,I-16,WB,13.40598399,13.40296505,2467,15.94,NC,NC,NC,NC,NC,,,,,0,-83.51386514365524,32.70563789411139,0,22
2421,I-16,WB,13.40296505,13.39876997,2468,22.15,NC,NC,NC,NC,NC,,,,,0,-83.51390845566408,32.70567403580932,0,21
2422,I-16,WB,13.39876997,13.39436278,2469,23.27,NC,NC,NC,NC,NC,,,,,0,-83.51396864141724,32.70572425872443,0,20
2423,I-16,WB,13.39436278,13.39116391,2470,16.89,NC,NC,NC,NC,NC,,,,,0,-83.51403187041548,32.705777022312304,0,19
2424,I-16,WB,13.39116391,13.3881658,2471,15.83,NC,NC,NC,NC,NC,,,,,0,-83.51407776374002,32.705815320350844,0,18
2425,I-16,WB,13.3881658,13.38390444,2472,22.5,NC,NC,NC,NC,NC,,,,,0,-83.51412077684029,32.7058512154352,0,17
2426,I-16,WB,13.38390444,13.37956921,2473,22.89,NC,NC,NC,NC,NC,,,,,0,-83.51418191358452,32.70590223593856,0,16
2427,I-16,WB,13.37956921,13.37632868,2474,17.11,NC,NC,NC,NC,NC,,,,,0,-83.51424411002463,32.705954141996315,0,15
2428,I-16,WB,13.37632868,13.37338739,2475,15.53,NC,NC,NC,NC,NC,,,,,0,-83.514290601111,32.70599294197134,0,14
2429,I-16,WB,13.37338739,13.36912224,2476,22.52,NC,NC,NC,NC,NC,,,,,0,-83.51433279903642,32.7060281596164,0,13
2430,I-16,WB,13.36912224,13.36480405,2477,22.8,NC,NC,NC,NC,NC,,,,,0,-83.51439399009784,32.706079229580915,0,12
2431,I-16,WB,13.36480405,13.36157868,2478,17.03,NC,NC,NC,NC,NC,,,,,0,-83.51445594196363,32.70613093575547,0,11
2432,I-16,WB,13.36157868,13.35857867,2479,15.84,NC,NC,NC,NC,NC,,,,,0,-83.51450221565413,32.70616955748986,0,10
2433,I-16,WB,13.35857867,13.35439117,2480,22.11,NC,NC,NC,NC,NC,,,,,0,-83.51454525588808,32.70620548111021,0,9
2434,I-16,WB,13.35439117,13.35006731,2481,22.83,NC,NC,NC,NC,NC,,,,,0,-83.51460533287474,32.70625562549807,0,8
2435,I-16,WB,13.35006731,13.34681541,2482,17.17,NC,NC,NC,NC,NC,,,,,0,-83.51466736622672,32.70630740410155,0,7
2436,I-16,WB,13.34681541,13.34386655,2483,15.57,NC,NC,NC,NC,NC,,,,,0,-83.5147140203006,32.70634634670338,0,6
2437,I-16,WB,13.34386655,13.33958246,2484,22.62,NC,NC,NC,NC,NC,,,,,0,-83.51475632687307,32.706381661085864,0,5
2438,I-16,WB,13.33958246,13.33523776,2485,22.94,NC,NC,NC,NC,NC,,,,,0,-83.51481778959331,32.706432966693946,0,4
2439,I-16,WB,13.33523776,13.33204836,2486,16.84,NC,NC,NC,NC,NC,,,,,0,-83.51488012180253,32.70648499954313,0,3
2440,I-16,WB,13.33204836,13.32903132,2487,15.93,NC,NC,NC,NC,NC,,,,,0,-83.51492587917977,32.70652319728283,0,2
2441,I-16,WB,13.32903132,13.32486275,2488,22.01,NC,NC,NC,NC,NC,,,,,0,-83.51496916391397,32.70655933166502,0,1
2442,I-16,WB,13.32486275,13.32048207,2489,23.13,L1,L1,L1,L1,L1,,,,,0,-83.51502896911569,32.70660925863757,0,0
2443,I-16,WB,13.32048207,13.3173476,2490,16.55,NC,NC,NC,NC,L1,,,,,0,-83.5150918175501,32.706661727842935,0,1
2444,I-16,WB,13.3173476,13.31403889,2491,17.47,L1,L2,L2,L2,L2,,,,,0,-83.51513678691306,32.70669927187142,0,0
2445,I-16,WB,13.31403889,13.31116389,2492,15.18,NC,NC,NC,NC,NC,,,,,0,-83.51518425607495,32.70673890401578,0,1
2446,I-16,WB,13.31116389,13.30692335,2493,22.39,L2,SS,SS,SS,SS,,,,,0,-83.51522550288252,32.70677334213562,0,0
2447,I-16,WB,13.30692335,13.3025957,2494,22.85,T2,T2,T2,T2,T2,,,,,0,-83.51528634055153,32.706824138887214,0,0
2448,I-16,WB,13.3025957,13.29937222,2495,17.02,NC,NC,NC,NC,NC,,,,,0,-83.51534842809855,32.706875982071075,0,1
2449,I-16,WB,13.29937222,13.29639115,2496,15.74,NC,NC,NC,NC,NC,,,,,0,-83.5153946744608,32.70691460094571,0,2
2450,I-16,WB,13.29639115,13.2921885,2497,22.19,NC,NC,NC,NC,NC,,,,,0,-83.51543744296772,32.70695030326994,0,3
2451,I-16,WB,13.2921885,13.28781539,2498,23.09,NC,NC,NC,NC,NC,,,,,0,-83.51549773947552,32.70700043383241,0,4
2452,I-16,WB,13.28781539,13.28466388,2499,16.64,NC,NC,NC,NC,NC,,,,,0,-83.51556048153188,32.707052598680114,0,5
2453,I-16,WB,13.28466388,13.28153509,2500,16.52,NC,NC,NC,NC,NC,,,,,0,-83.51560569711124,32.70709019238196,0,5
2454,I-16,WB,13.28153509,13.27740441,2501,21.81,NC,NC,NC,NC,NC,,,,,0,-83.51565058661352,32.70712751552688,0,4
2455,I-16,WB,13.27740441,13.27306539,2502,22.91,NC,NC,NC,NC,NC,,,,,0,-83.51570985053395,32.70717679104612,0,3
2456,I-16,WB,13.27306539,13.26981918,2503,17.14,NC,NC,T1,T1,T2,,,,,0,-83.51577210345862,32.70722855283607,0,2
2457,I-16,WB,13.26981918,13.26678698,2504,16.01,NC,NC,NC,NC,NC,,,,,0,-83.51581867766356,32.707267278855426,0,1
2458,I-16,WB,13.26678698,13.26264304,2505,21.88,L1,L1,L1,L1,L1,,,,,0,-83.51586218133728,32.70730345229647,0,0
2459,I-16,WB,13.26264304,13.25828508,2506,23.01,L1,L1,L1,L1,L1,,,,,0,-83.5159216354475,32.70735288940874,0,0
2460,I-16,WB,13.25828508,13.25512788,2507,16.67,NC,NC,NC,NC,NC,,,,,0,-83.51598416007928,32.707404880760905,0,1
2461,I-16,WB,13.25512788,13.25209569,2508,16.01,NC,NC,NC,NC,NC,,,,,0,-83.51602945714667,32.70744254748985,0,2
2462,I-16,WB,13.25209569,13.24791955,2509,22.05,NC,NC,NC,NC,NC,,,,,0,-83.51607296080577,32.70747872344591,0,1
2463,I-16,WB,13.24791955,13.24358621,2510,22.88,L1,L1,L1,L1,L1,,,,,0,-83.5161328768336,32.707528548137624,0,0
2464,I-16,WB,13.24358621,13.24041386,2511,16.75,NC,NC,NC,NC,NC,,,,,0,-83.51619504819789,32.70758024935986,0,1
2465,I-16,WB,13.24041386,13.23724341,2512,16.74,NC,NC,NC,NC,NC,,,,,0,-83.51624056263232,32.70761809949543,0,2
2466,I-16,WB,13.23724341,13.23419416,2513,16.1,NC,NC,NC,NC,NC,,,,,0,-83.51628604989062,32.707655927604925,0,3
2467,I-16,WB,13.23419416,13.22997825,2514,22.26,NC,NC,NC,NC,NC,,,,,0,-83.5163297980869,32.70769231001832,0,2
2468,I-16,WB,13.22997825,13.22563924,2515,22.91,NC,L1,L1,L1,L1,,,,,0,-83.51639028471851,32.70774261352025,1,1
2469,I-16,WB,13.22563924,13.22244984,2516,16.84,L1,L1,L1,L1,L1,,,,,0,-83.51645253757532,32.70779438695899,0,0
2470,I-16,WB,13.22244984,13.21937598,2517,16.23,NC,NC,NC,NC,NC,,,,,0,-83.51649829654583,32.7078324437287,0,1
2471,I-16,WB,13.21937598,13.2152131,2518,21.98,NC,NC,NC,NC,NC,,,,,0,-83.51654239797321,32.70786912250828,0,2
2472,I-16,WB,13.2152131,13.21083241,2519,23.13,NC,NC,NC,NC,NC,,,,,0,-83.51660212374607,32.707918796777484,0,3
2473,I-16,WB,13.21083241,13.2076184,2520,16.97,NC,NC,NC,NC,NC,,,,,0,-83.51666497438246,32.70797107108879,0,2
2474,I-16,WB,13.2076184,13.2045237,2521,16.34,NC,NC,NC,NC,NC,,,,,0,-83.51671108658316,32.70800942437338,0,1
2475,I-16,WB,13.2045237,13.20036461,2522,21.96,L1,L1,L1,L1,L1,,,,,0,-83.51675548689566,32.708046354379576,0,0
2476,I-16,WB,13.20036461,13.1960862,2523,22.59,NC,NC,NC,NC,NC,,,,,0,-83.51681515830207,32.70809598699523,0,1
2477,I-16,WB,13.1960862,13.19275665,2524,17.58,NC,NC,NC,NC,NC,,,,,0,-83.51687654158695,32.70814704453658,0,2
2478,I-16,WB,13.19275665,13.18976233,2525,15.81,NC,L1,L1,L1,CC,,,,,0,-83.5169243113102,32.70818677929915,1,3
2479,I-16,WB,13.18976233,13.18559945,2526,21.98,NC,NC,NC,NC,NC,,,,,0,-83.51696727145054,32.70822251401307,0,4
2480,I-16,WB,13.18559945,13.18123013,2527,23.07,NC,NC,NC,NC,NC,,,,,0,-83.51702699718146,32.708272195382534,0,5
2481,I-16,WB,13.18123013,13.17794604,2528,17.34,NC,NC,NC,NC,NC,,,,,0,-83.51708968473704,32.70832434155739,0,6
2482,I-16,WB,13.17794604,13.17503127,2529,15.39,NC,NC,NC,NC,NC,,,,,0,-83.51713680229712,32.70836353669268,0,7
2483,I-16,WB,13.17503127,13.17082104,2530,22.23,NC,NC,NC,NC,NC,,,,,0,-83.51717862116647,32.70839832460019,0,7
2484,I-16,WB,13.17082104,13.16641952,2531,23.24,NC,NC,NC,NC,NC,,,,,0,-83.51723902619491,32.708448574659855,0,6
2485,I-16,WB,13.16641952,13.16324717,2532,16.75,NC,NC,NC,NC,NC,,,,,0,-83.51730217566474,32.708501108892406,0,5
2486,I-16,WB,13.16324717,13.16021308,2533,16.02,NC,NC,NC,NC,NC,,,,,0,-83.5173476900158,32.708538973137486,0,4
2487,I-16,WB,13.16021308,13.15596308,2534,22.44,NC,T1,T2,T2,SS,,,,,0,-83.517391220753,32.70857518773462,1,3
2488,I-16,WB,13.15596308,13.15162406,2535,22.91,NC,NC,NC,NC,NC,,,,,0,-83.51745219638705,32.70862591619337,0,2
