,Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y,deteriorated,dist
733,I-16,WB,19.40930599,19.4062719,754,16.02,NC,NC,NC,NC,NC,,,,,0,-83.4290785136954,32.65174797971218,0,3
734,I-16,WB,19.4062719,19.40301811,755,17.18,NC,NC,NC,NC,NC,,,,,0,-83.42912222336588,32.651757241907845,0,4
735,I-16,WB,19.40301811,19.3988628,756,21.94,NC,NC,NC,NC,NC,,,,,0,-83.42916909803091,32.65176717492039,0,5
736,I-16,WB,19.3988628,19.39582682,757,16.03,NC,NC,NC,NC,NC,,,,,0,-83.42922896008814,32.65177986025511,0,4
737,I-16,WB,19.39582682,19.39272454,758,16.38,NC,NC,NC,NC,NC,,,,,0,-83.42927269704211,32.651789128686616,0,3
738,I-16,WB,19.39272454,19.38833629,759,23.17,NC,NC,NC,NC,NC,,,,,0,-83.42931738895113,32.65179859962214,0,2
739,I-16,WB,19.38833629,19.38418856,760,21.9,NC,NC,NC,NC,NC,,,,,0,-83.4293806069929,32.65181199677687,0,1
740,I-16,WB,19.38418856,19.38110901,761,16.26,L2,L2,L2,L2,L2,,,,,0,-83.42944035991056,32.6518246598584,0,0
741,I-16,WB,19.38110901,19.37790068,762,16.94,L1,L1,L1,L2,L2,,,,,0,-83.42948472440526,32.651834061924745,0,0
742,I-16,WB,19.37790068,19.37346696,763,23.41,NC,NC,NC,NC,NC,,,,,0,-83.42953094424138,32.651843857334576,0,1
743,I-16,WB,19.37346696,19.36932492,764,21.87,NC,NC,NC,NC,NC,,,,,0,-83.42959481710768,32.65185739420787,0,2
744,I-16,WB,19.36932492,19.36628135,765,16.07,NC,NC,NC,NC,NC,,,,,0,-83.4296544881702,32.65187004083074,0,3
745,I-16,WB,19.36628135,19.36293666,766,17.66,NC,NC,NC,NC,NC,,,,,0,-83.42969833425924,32.65187933368536,0,4
746,I-16,WB,19.36293666,19.35857302,767,23.04,NC,NC,NC,NC,NC,,,,,0,-83.42974651857332,32.651889546148915,0,5
747,I-16,WB,19.35857302,19.3543893,768,22.09,NC,NC,NC,NC,NC,,,,,0,-83.42980938191351,32.651902870011924,0,6
748,I-16,WB,19.3543893,19.35129082,769,16.36,NC,NC,NC,NC,NC,,,,,0,-83.42986965323176,32.65191564475698,0,5
749,I-16,WB,19.35129082,19.34707491,770,22.26,NC,NC,NC,NC,NC,,,,,0,-83.42991429056806,32.65192510598373,0,4
750,I-16,WB,19.34707491,19.34289309,771,22.08,NC,NC,NC,NC,NC,,,,,0,-83.4299750257208,32.6519379794882,0,3
751,I-16,WB,19.34289309,19.3385768,772,22.79,NC,NC,NC,NC,NC,,,,,0,-83.43003526975315,32.65195074915045,0,2
752,I-16,WB,19.3385768,19.33534384,773,17.07,NC,NC,NC,NC,NC,,,,,0,-83.43009745097983,32.65196392969898,0,1
753,I-16,WB,19.33534384,19.33230218,774,16.06,L1,L2,L2,L2,L2,,,,,0,-83.43014402550949,32.65197380227847,0,0
754,I-16,WB,19.33230218,19.32825483,775,21.37,NC,NC,NC,T1,T2,,,,,0,-83.43018784431098,32.65198309085616,0,1
755,I-16,WB,19.32825483,19.32525861,776,15.82,NC,NC,NC,NC,NC,,,,,0,-83.43024615114663,32.6519954507717,0,2
756,I-16,WB,19.32525861,19.32080975,777,23.49,NC,NC,NC,NC,NC,,,,,0,-83.43028931512104,32.65200460085251,0,3
757,I-16,WB,19.32080975,19.31663929,778,22.02,NC,NC,NC,NC,NC,,,,,0,-83.43035340625575,32.652018187400294,0,4
758,I-16,WB,19.31663929,19.31362982,779,15.89,NC,NC,NC,NC,NC,,,,,0,-83.43041348657815,32.65203092397053,0,5
759,I-16,WB,19.31362982,19.31040444,780,17.03,NC,NC,NC,NC,NC,,,,,0,-83.43045684154252,32.652040115054874,0,6
760,I-16,WB,19.31040444,19.30598588,781,23.33,NC,NC,NC,NC,NC,,,,,0,-83.43050330693197,32.65204996568585,0,7
761,I-16,WB,19.30598588,19.30183247,782,21.93,NC,NC,NC,NC,NC,,,,,0,-83.4305669615137,32.65206346066078,0,8
762,I-16,WB,19.30183247,19.29881164,783,15.95,NC,NC,NC,NC,NC,,,,,0,-83.4306267962743,32.65207614608739,0,9
763,I-16,WB,19.29881164,19.29557489,784,17.09,NC,NC,NC,NC,NC,,,,,0,-83.43067031494387,32.65208537254252,0,8
764,I-16,WB,19.29557489,19.29114118,785,23.41,NC,NC,NC,NC,NC,,,,,0,-83.43071694403842,32.65209525859422,0,7
765,I-16,WB,19.29114118,19.28696125,786,22.07,NC,NC,NC,NC,NC,,,,,0,-83.43078081689357,32.65210880082658,0,6
766,I-16,WB,19.28696125,19.28388549,787,16.24,NC,NC,NC,NC,NC,,,,,0,-83.43084103363427,32.65212156816639,0,5
767,I-16,WB,19.28388549,19.28065822,788,17.04,NC,NC,NC,NC,NC,,,,,0,-83.43088534355094,32.65213096306343,0,4
768,I-16,WB,19.28065822,19.27624913,789,23.28,NC,NC,NC,NC,NC,,,,,0,-83.4309318362218,32.65214082091658,0,3
769,I-16,WB,19.27624913,19.27207867,790,22.02,NC,NC,NC,NC,CC,,,,,0,-83.43099535437725,32.65215428893818,0,2
770,I-16,WB,19.27207867,19.26904458,791,16.02,NC,L1,L2,L2,L2,,,,,0,-83.4310554346938,32.65216702829353,1,1
771,I-16,WB,19.26904458,19.26581541,792,17.05,L1,L2,L2,L2,L2,,,,,0,-83.43109914435153,32.652176296605084,0,0
772,I-16,WB,19.26581541,19.26219988,793,19.09,NC,L1,L1,L1,NC,,,1.0,,0,-83.43114566430529,32.65218616097353,1,1
773,I-16,WB,19.26219988,19.25977185,794,12.82,R,R,R,R,R,,,,,1,-83.43119775028245,32.65219720578348,0,0
774,I-16,WB,19.25977185,19.25720556,795,13.55,R,R,R,R,R,,,,,1,-83.43123272892166,32.65220462310563,0,0
775,I-16,WB,19.25720556,19.25416768,796,16.04,NC,NC,NC,NC,NC,,,,,0,-83.43126969932403,32.65221246288567,0,1
776,I-16,WB,19.25416768,19.25095556,797,16.96,NC,NC,NC,NC,NC,,,,,0,-83.43131346354916,32.65222174346416,0,2
777,I-16,WB,19.25095556,19.24651806,798,23.43,NC,NC,NC,NC,NC,,,,,0,-83.43135973794148,32.65223155650066,0,3
778,I-16,WB,19.24651806,19.24235328,799,21.99,NC,NC,NC,NC,NC,,,,,0,-83.4314236653591,32.652245113330544,0,4
779,I-16,WB,19.24235328,19.23933624,800,15.93,NC,NC,NC,NC,NC,,,,,0,-83.43148366381833,32.652257837244804,0,3
780,I-16,WB,19.23933624,19.23611843,801,16.99,NC,NC,NC,NC,NC,,,,,0,-83.43152712791324,32.65226705488054,0,2
781,I-16,WB,19.23611843,19.23173586,802,23.14,NC,NC,NC,NC,NC,,,,,0,-83.43157348415725,32.65227688602636,0,1
782,I-16,WB,19.23173586,19.22755214,803,22.09,CC,CC,CC,CC,CC,,,,,0,-83.43163662032424,32.652290276085935,0,0
783,I-16,WB,19.22755214,19.2245332,804,15.94,L2,L2,SS,L2,L2,,,1.0,,0,-83.43169689162565,32.65230305884738,0,0
784,I-16,WB,19.2245332,19.22130025,805,17.07,NC,NC,NC,NC,NC,,,,,0,-83.43174038300346,32.652312282985555,0,1
785,I-16,WB,19.22130025,19.21690252,806,23.22,NC,NC,NC,NC,NC,,,,,0,-83.43178695752124,32.65232216119404,0,2
786,I-16,WB,19.21690252,19.2127207,807,22.08,NC,NC,NC,NC,NC,,,,,0,-83.43185031196138,32.65233559860229,0,3
787,I-16,WB,19.2127207,19.20969418,808,15.98,NC,NC,NC,NC,NC,,,,,0,-83.43191055597617,32.65234837659087,0,4
788,I-16,WB,19.20969418,19.2064688,809,17.03,NC,NC,NC,NC,NC,,,,,0,-83.4319541564901,32.65235762461667,0,5
789,I-16,WB,19.2064688,19.20206918,810,23.23,NC,NC,NC,NC,NC,,,,,0,-83.43200062186845,32.652367480472336,0,6
790,I-16,WB,19.20206918,19.19789872,811,22.02,NC,NC,NC,NC,NC,,,,,0,-83.43206400359067,32.65238092476,0,5
791,I-16,WB,19.19789872,19.19486842,812,16.0,NC,NC,NC,NC,NC,,,,,0,-83.43212408389662,32.65239366907357,0,4
792,I-16,WB,19.19486842,19.19165819,813,16.95,NC,NC,NC,NC,NC,,,,,0,-83.43216773897771,32.65240292944456,0,3
793,I-16,WB,19.19165819,19.18723016,814,23.38,NC,NC,NC,NC,NC,,,,,0,-83.43221398607886,32.65241273982578,0,2
794,I-16,WB,19.18723016,19.18303319,815,22.16,NC,NC,NC,NC,NC,,,,,0,-83.43227777706494,32.652426272075644,0,1
795,I-16,WB,19.18303319,19.18003698,816,15.82,CC,CC,CC,CC,CC,,,,,0,-83.43233823935041,32.652439098527445,0,0
796,I-16,WB,19.18003698,19.1775919,817,12.91,R,R,R,R,R,,,,,1,-83.43238140331005,32.65244825552834,0,0
797,I-16,WB,19.1775919,19.17484758,818,14.49,R,R,R,R,R,,,1.0,,1,-83.43241662750185,32.652455728280735,0,0
798,I-16,WB,19.17484758,19.17244606,819,12.68,R,R,R,R,R,,,,,1,-83.43245616263239,32.652464115726644,0,0
799,I-16,WB,19.17244606,19.16829265,820,21.93,NC,NC,NC,T1,T2,,,,,0,-83.43249075928189,32.65247145558976,0,1
800,I-16,WB,19.16829265,19.16389493,821,23.22,NC,NC,NC,T1,T2,,,,,0,-83.43255059402293,32.65248415009725,0,2
801,I-16,WB,19.16389493,19.16087599,822,15.94,NC,NC,NC,NC,NC,,,,,0,-83.43261394845374,32.652497591728924,0,3
802,I-16,WB,19.16087599,19.15765818,823,16.99,NC,NC,NC,NC,NC,,,,,0,-83.43265743982379,32.65250681936562,0,2
803,I-16,WB,19.15765818,19.15330591,824,22.98,NC,NC,NC,NC,NC,,,,,0,-83.43270379605772,32.65251665507156,0,1
804,I-16,WB,19.15330591,19.15178886,825,8.01,R,R,R,R,R,,,,,1,-83.4327664956599,32.6525299588271,0,0
805,I-16,WB,19.15178886,19.1487775,826,15.9,SS,SS,SS,SS,SS,,,,,0,-83.43278835048172,32.65253459618186,0,0
806,I-16,WB,19.1487775,19.14740628,827,7.24,R,R,R,R,R,,,,,1,-83.43283173271192,32.65254380157274,0,0
807,I-16,WB,19.14740628,19.14370742,828,19.53,T2,T2,T2,T2,T2,,,,,0,-83.43285148663283,32.652547993318315,0,0
808,I-16,WB,19.14370742,19.14056158,829,16.61,NC,NC,NC,NC,NC,,,,,0,-83.43290477310681,32.652559300826766,0,1
809,I-16,WB,19.14056158,19.13741575,830,16.61,NC,NC,NC,NC,NC,,,,,0,-83.43295009252883,32.65256891813284,0,2
810,I-16,WB,19.13741575,19.13341196,831,21.14,NC,NC,NC,NC,NC,,,,,0,-83.43299541194966,32.65257853590199,0,3
811,I-16,WB,19.13341196,19.13033242,832,16.26,NC,NC,NC,NC,NC,,,,,0,-83.43305309121024,32.652590777581445,0,4
812,I-16,WB,19.13033242,19.12588734,833,23.47,NC,NC,NC,NC,NC,,,,,0,-83.43309745645561,32.65259990583005,0,5
813,I-16,WB,19.12588734,19.12170741,834,22.07,NC,NC,NC,NC,NC,,,,,0,-83.43316149458839,32.652612906784555,0,6
814,I-16,WB,19.12170741,19.11868847,835,15.94,NC,NC,NC,NC,NC,,,,,0,-83.43322171280644,32.6526251324901,0,7
815,I-16,WB,19.11868847,19.11545173,836,17.09,NC,NC,NC,NC,T1,,,,,0,-83.4332652052572,32.65263396263795,0,8
816,I-16,WB,19.11545173,19.11100855,837,23.46,NC,NC,NC,NC,NC,,,,,0,-83.43331183549424,32.65264342999083,0,9
817,I-16,WB,19.11100855,19.10680779,838,22.18,NC,NC,NC,NC,T1,,,,,0,-83.4333758463399,32.65265642638266,0,10
818,I-16,WB,19.10680779,19.10379263,839,15.92,NC,NC,NC,NC,NC,,,,,0,-83.43343636469213,32.65266871395128,0,11
819,I-16,WB,19.10379263,19.10059566,840,16.88,NC,NC,NC,NC,NC,,,,,0,-83.43347980257128,32.65267753369001,0,12
820,I-16,WB,19.10059566,19.09621877,841,23.11,NC,NC,NC,NC,NC,,,,,0,-83.43352585981972,32.65268688542135,0,12
821,I-16,WB,19.09621877,19.09203505,842,22.09,NC,NC,NC,NC,NC,,,,,0,-83.43358891568484,32.65269968889565,0,11
822,I-16,WB,19.09203505,19.08900475,843,16.0,NC,NC,NC,NC,NC,,,,,0,-83.43364918846922,32.6527119275404,0,10
823,I-16,WB,19.08900475,19.08579263,844,16.96,NC,NC,NC,NC,NC,,,,,0,-83.43369284462776,32.65272079228109,0,9
824,I-16,WB,19.08579263,19.08138164,845,23.29,NC,NC,NC,NC,NC,,,,,0,-83.43373912015548,32.65273018906015,0,8
825,I-16,WB,19.08138164,19.07722066,846,21.97,NC,NC,NC,NC,NC,,,,,0,-83.43380266715027,32.65274309326342,0,7
826,I-16,WB,19.07722066,19.07422255,847,15.83,NC,NC,NC,NC,NC,,,,,0,-83.43386261251146,32.652755266379955,0,6
827,I-16,WB,19.07422255,19.07101043,848,16.96,NC,NC,NC,NC,NC,,,,,0,-83.43390580482186,32.652764037625985,0,5
828,I-16,WB,19.07101043,19.06661649,849,23.2,NC,NC,NC,NC,NC,,,,,0,-83.43395208034802,32.65277343515141,0,4
829,I-16,WB,19.06661649,19.06246118,850,21.94,NC,NC,NC,NC,NC,,,,,0,-83.43401538177477,32.65278629051645,0,3
830,I-16,WB,19.06246118,19.05944792,851,15.91,NC,NC,NC,NC,NC,,,,,0,-83.43407524527858,32.65279844799214,0,2
831,I-16,WB,19.05944792,19.05622633,852,17.01,NC,NC,NC,NC,NC,,,,,0,-83.43411865586823,32.65280726428518,0,1
832,I-16,WB,19.05622633,19.05180777,853,23.33,R,R,R,R,R,1.0,2015.0,1.0,,0,-83.43416506781823,32.652816690292454,0,0
833,I-16,WB,19.05180777,19.04764489,854,21.98,NC,T2,T2,T2,T2,,,,,0,-83.43422872394895,32.65282961876917,1,1
834,I-16,WB,19.04764489,19.04461648,855,15.99,NC,NC,NC,NC,NC,,,,,0,-83.43428869659094,32.65284179944165,0,2
835,I-16,WB,19.04461648,19.04140625,856,16.95,NC,NC,NC,NC,NC,,,,,0,-83.43433232545974,32.652850660828925,0,3
836,I-16,WB,19.04140625,19.03697822,857,23.38,NC,NC,NC,NC,NC,,,,,0,-83.43437857369739,32.65286005440743,0,4
837,I-16,WB,19.03697822,19.03280208,858,22.05,NC,NC,NC,NC,NC,,,,,0,-83.4344423662511,32.652873011739736,0,3
838,I-16,WB,19.03280208,19.02978125,859,15.95,NC,NC,NC,NC,NC,,,,,0,-83.43450252988637,32.65288523231356,0,2
839,I-16,WB,19.02978125,19.02657102,860,16.95,NC,NC,NC,NC,NC,,,,,0,-83.43454604961298,32.65289407235742,0,1
840,I-16,WB,19.02657102,19.02215246,861,23.33,L1,L1,L1,CC,CC,,,,,0,-83.43459229784867,32.65290346682976,0,0
841,I-16,WB,19.02215246,19.01796874,862,22.09,NC,NC,NC,NC,NC,,,,,0,-83.43465595397413,32.65291639771332,0,1
842,I-16,WB,19.01796874,19.01491192,863,16.14,NC,NC,NC,NC,NC,,,,,0,-83.434716226747,32.65292864170188,0,2
843,I-16,WB,19.01491192,19.01170359,864,16.94,NC,NC,NC,NC,NC,,,,,0,-83.43476026488827,32.65293758800736,0,3
844,I-16,WB,19.01170359,19.00728124,865,23.35,NC,NC,NC,NC,NC,,,,,0,-83.43480648583649,32.652946977986154,0,4
845,I-16,WB,19.00728124,19.00311457,866,22.0,NC,NC,NC,NC,NC,,,,,0,-83.43487019652866,32.652959921479614,0,5
846,I-16,WB,19.00311457,19.00007859,867,16.03,NC,NC,NC,NC,NC,,,,,0,-83.43493022373201,32.65297211717057,0,6
847,I-16,WB,19.00007859,18.99574525,868,22.88,NC,NC,NC,NC,NC,,,,,0,-83.43497396173413,32.65298100382367,0,7
848,I-16,WB,18.99574525,18.99145358,869,22.66,NC,NC,NC,NC,NC,,,,,0,-83.43503639002262,32.65299368857102,0,8
849,I-16,WB,18.99145358,18.98822063,870,17.07,NC,NC,NC,NC,NC,,,,,0,-83.43509821755478,32.653006421544376,0,9
850,I-16,WB,18.98822063,18.98386267,871,23.01,NC,NC,NC,NC,NC,,,,,0,-83.43514478929278,32.65301725850093,0,10
851,I-16,WB,18.98386267,18.97946494,872,23.22,NC,NC,NC,NC,NC,,,,,0,-83.4352075670128,32.653031866768934,0,11
852,I-16,WB,18.97946494,18.97635888,873,16.4,NC,NC,NC,NC,NC,,,,,0,-83.43527091767085,32.653046608692954,0,12
853,I-16,WB,18.97635888,18.97192896,874,23.39,NC,NC,NC,NC,NC,,,,,0,-83.43531566145987,32.65305702094176,0,13
854,I-16,WB,18.97192896,18.96773388,875,22.15,NC,NC,NC,NC,NC,,,,,0,-83.43537947592418,32.6530718713789,0,14
855,I-16,WB,18.96773388,18.96472251,876,15.9,NC,NC,NC,NC,NC,,,,,0,-83.43543990732083,32.6530859348552,0,15
856,I-16,WB,18.96472251,18.9615066,877,16.98,NC,NC,NC,NC,NC,,,,,0,-83.43548328696853,32.65309603028132,0,16
857,I-16,WB,18.9615066,18.95708804,878,23.33,NC,NC,NC,NC,NC,,,,,0,-83.43552961315794,32.65310681161319,0,17
858,I-16,WB,18.95708804,18.95289675,879,22.13,NC,NC,NC,NC,NC,,,,,0,-83.43559326392281,32.653121625128826,0,18
859,I-16,WB,18.95289675,18.94987971,880,15.93,NC,NC,NC,NC,NC,,,,,0,-83.43565364075131,32.65313567702894,0,19
860,I-16,WB,18.94987971,18.94664296,881,17.09,NC,NC,NC,NC,NC,,,,,0,-83.43569710224554,32.65314579231863,0,20
861,I-16,WB,18.94664296,18.94223955,882,23.25,NC,NC,NC,NC,NC,,,,,0,-83.4357437285437,32.65315664437637,0,21
862,I-16,WB,18.94223955,18.93804447,883,22.15,NC,NC,NC,NC,NC,,,,,0,-83.43580716104343,32.653171408306385,0,22
863,I-16,WB,18.93804447,18.93502553,884,15.94,NC,NC,NC,NC,NC,,,,,0,-83.43586759243485,32.65318547407378,0,23
864,I-16,WB,18.93502553,18.9317869,885,17.1,NC,NC,NC,NC,NC,,,,,0,-83.43591108120991,32.6531955965654,0,24
865,I-16,WB,18.9317869,18.92739674,886,23.18,NC,NC,NC,NC,NC,,,,,0,-83.43595773478873,32.65320645589699,0,25
866,I-16,WB,18.92739674,18.92323197,887,21.99,NC,NC,NC,NC,NC,,,,,0,-83.43602097630594,32.65322117664415,0,26
867,I-16,WB,18.92323197,18.92018651,888,16.08,NC,NC,NC,L1,L1,,,,,0,-83.43608097116977,32.65323514203199,0,27
868,I-16,WB,18.92018651,18.91696492,889,17.01,NC,NC,NC,NC,NC,,,,,0,-83.43612484190182,32.65324535434204,0,28
869,I-16,WB,18.91696492,18.91253878,890,23.37,NC,NC,NC,NC,NC,,,,,0,-83.43617124993315,32.65325615750213,0,29
870,I-16,WB,18.91253878,18.90836454,891,22.04,NC,NC,NC,NC,NC,,,,,0,-83.43623500982018,32.65327100028848,0,30
871,I-16,WB,18.90836454,18.90532098,892,16.07,NC,NC,NC,NC,NC,,,,,0,-83.43629514109476,32.65328499877362,0,31
872,I-16,WB,18.90532098,18.90210318,893,16.99,NC,NC,NC,NC,NC,,,,,0,-83.43633898454155,32.65329520574811,0,32
873,I-16,WB,18.90210318,18.89769598,894,23.27,NC,NC,NC,NC,NC,,,,,0,-83.43638533800461,32.65330599731165,0,33
874,I-16,WB,18.89769598,18.89351605,895,22.07,NC,NC,NC,NC,NC,,,,,0,-83.43644882505986,32.65332077815565,0,34
875,I-16,WB,18.89351605,18.89048385,896,16.01,NC,NC,NC,NC,NC,,,,,0,-83.43650903817885,32.65333479728096,0,35
876,I-16,WB,18.89048385,18.88726226,897,17.01,NC,NC,NC,NC,NC,,,,,0,-83.43655271792574,32.65334496739034,0,35
877,I-16,WB,18.88726226,18.88285128,898,23.29,NC,NC,NC,NC,NC,,,,,0,-83.43659912595074,32.65335577307452,0,34
878,I-16,WB,18.88285128,18.87852173,899,22.86,NC,NC,NC,NC,NC,,,,,0,-83.43666266756597,32.65337056876203,0,33
879,I-16,WB,18.87852173,18.87544976,900,16.22,NC,NC,NC,NC,NC,,,,,0,-83.43672503601837,32.65338509232248,0,32
880,I-16,WB,18.87544976,18.87219029,901,17.21,NC,NC,NC,NC,NC,,,,,0,-83.43676928860596,32.65339542599032,0,31
881,I-16,WB,18.87219029,18.86778688,902,23.25,NC,NC,NC,NC,NC,,,,,0,-83.43681623619969,32.6534082038372,0,30
882,I-16,WB,18.86778688,18.86356339,903,22.3,NC,NC,NC,NC,NC,,,,,0,-83.43687966046117,32.65342546651628,0,29
883,I-16,WB,18.86356339,18.86051793,904,16.08,NC,NC,NC,NC,NC,,,,,0,-83.43694049319276,32.65344202421294,0,28
884,I-16,WB,18.86051793,18.85727551,905,17.12,NC,NC,NC,NC,NC,,,,,0,-83.43698435822913,32.653453963809014,0,27
885,I-16,WB,18.85727551,18.85283043,906,23.47,NC,NC,NC,NC,NC,,,,,0,-83.43703106030712,32.653466675827985,0,26
886,I-16,WB,18.85283043,18.84865808,907,22.03,NC,NC,NC,NC,NC,,,,,0,-83.43709508470874,32.653484103223825,0,25
887,I-16,WB,18.84865808,18.84567702,908,15.74,NC,NC,NC,NC,NC,,,,,0,-83.4371551808973,32.653500461743825,0,24
888,I-16,WB,18.84567702,18.84246679,909,16.95,NC,NC,NC,NC,NC,,,,,0,-83.43719811843678,32.65351214981719,0,23
889,I-16,WB,18.84246679,18.83808043,910,23.16,NC,NC,NC,NC,NC,,,,,0,-83.43724435676498,32.65352473661299,0,22
890,I-16,WB,18.83808043,18.83391565,911,21.99,NC,NC,NC,NC,NC,,,,,0,-83.43730753550636,32.65354193520232,0,21
891,I-16,WB,18.83391565,18.83087967,912,16.03,NC,NC,NC,NC,NC,,,,,0,-83.43736752257458,32.6535582653421,0,20
892,I-16,WB,18.83087967,18.82764482,913,17.08,NC,NC,NC,NC,NC,,,,,0,-83.43741125120984,32.65357016973714,0,19
893,I-16,WB,18.82764482,18.82323762,914,23.27,NC,NC,NC,NC,NC,,,,,0,-83.4374578441656,32.65358285412111,0,18
894,I-16,WB,18.82323762,18.8190861,915,21.92,NC,NC,NC,NC,NC,,,,,0,-83.43752132297502,32.65360013584713,0,17
895,I-16,WB,18.8190861,18.81604065,916,16.08,NC,NC,NC,NC,NC,,,,,0,-83.43758111908491,32.65361641539298,0,16
896,I-16,WB,18.81604065,18.8128039,917,17.09,NC,NC,NC,NC,NC,,,,,0,-83.43762498411373,32.65362835795572,0,15
897,I-16,WB,18.8128039,18.80841186,918,23.19,NC,T2,T2,T2,T2,,,,,0,-83.43767160434584,32.65364105088271,1,14
898,I-16,WB,18.80841186,18.80424708,919,21.99,NC,T2,T2,T2,T2,,,,,0,-83.43773486491725,32.65365827473466,1,13
899,I-16,WB,18.80424708,18.80122246,920,15.97,NC,NC,NC,NC,NC,,,,,0,-83.43779485197793,32.65367460776364,0,12
900,I-16,WB,18.80122246,18.79798761,921,17.08,NC,NC,NC,NC,NC,,,,,0,-83.43783841693205,32.65368646974607,0,11
901,I-16,WB,18.79798761,18.79357473,922,23.3,NC,NC,NC,NC,NC,,,,,0,-83.43788500988164,32.65369915646564,0,10
902,I-16,WB,18.79357473,18.78940996,923,21.99,NC,NC,NC,NC,NC,,,,,0,-83.43794857052012,32.65371646372802,0,9
903,I-16,WB,18.78940996,18.78638912,924,15.95,NC,NC,NC,NC,NC,,,,,0,-83.43800855757615,32.65373279844776,0,8
904,I-16,WB,18.78638912,18.78313723,925,17.17,NC,NC,NC,NC,NC,,,,,0,-83.43805206796819,32.65374464686757,0,7
905,I-16,WB,18.78313723,18.77875086,926,23.16,NC,NC,NC,NC,NC,,,,,0,-83.43809890642686,32.653757401893444,0,6
906,I-16,WB,18.77875086,18.77435692,927,23.2,NC,NC,NC,NC,NC,,,,,0,-83.43816208514995,32.65377460724828,0,5
907,I-16,WB,18.77435692,18.77016753,928,22.12,NC,NC,NC,NC,NC,,,,,0,-83.43822537298756,32.6537918431268,0,4
908,I-16,WB,18.77016753,18.76712965,929,16.04,NC,NC,NC,NC,NC,,,,,0,-83.43828571466415,32.65380827761983,0,3
909,I-16,WB,18.76712965,18.76390048,930,17.05,NC,NC,NC,NC,NC,,,,,0,-83.43832947056009,32.65382019586625,0,2
910,I-16,WB,18.76390048,18.75950654,931,23.2,NC,NC,NC,NC,NC,,,,,0,-83.4383759783394,32.65383370169998,0,1
911,I-16,WB,18.75950654,18.75508419,932,23.35,L1,L1,L1,L1,L1,,,,,0,-83.43843925045383,32.65385490205272,0,0
912,I-16,WB,18.75508419,18.75069782,933,23.16,NC,NC,NC,NC,NC,,,,,0,-83.4385029316539,32.65387623994397,0,1
913,I-16,WB,18.75069782,18.74651979,934,22.06,NC,NC,NC,NC,NC,,,,,0,-83.43856609467588,32.65389740467307,0,2
914,I-16,WB,18.74651979,18.74346865,935,16.11,NC,NC,NC,NC,NC,,,,,0,-83.43862625772582,32.6539175646026,0,3
915,I-16,WB,18.74346865,18.73908418,936,23.15,NC,NC,NC,NC,NC,,,,,0,-83.43867019366041,32.65393228729018,0,4
916,I-16,WB,18.73908418,18.73491183,937,22.03,NC,NC,NC,NC,NC,,,,,0,-83.43873332940645,32.65395344411547,0,4
917,I-16,WB,18.73491183,18.73190047,938,15.9,NC,NC,NC,NC,NC,,,,,0,-83.43879341063567,32.65397357780877,0,3
918,I-16,WB,18.73190047,18.72868645,939,16.97,NC,NC,NC,NC,NC,,,,,0,-83.43883677384618,32.653988109434344,0,2
919,I-16,WB,18.72868645,18.72430577,940,23.13,NC,NC,NC,NC,NC,,,,,0,-83.43888305520915,32.65400361921984,0,1
920,I-16,WB,18.72430577,18.7198588,941,23.48,SS,SS,SS,SS,SS,,,,,0,-83.43894613640575,32.65402475935936,0,0
921,I-16,WB,18.7198588,18.71568645,942,22.03,T2,T2,T2,T2,T2,,,,,0,-83.439010172137,32.65404621987677,0,0
922,I-16,WB,18.71568645,18.71267508,943,15.9,NC,NC,NC,NC,NC,,,,,0,-83.43907025336055,32.65406635555957,0,1
923,I-16,WB,18.71267508,18.70828872,944,23.16,T2,T2,T2,T2,T2,,,,,0,-83.43911361656693,32.65408088862928,0,0
924,I-16,WB,18.70828872,18.70411637,945,22.03,NC,NC,NC,T2,T2,,,,,0,-83.43917677957585,32.654102057951874,0,1
925,I-16,WB,18.70411637,18.70109364,946,15.96,NC,NC,NC,NC,NC,,,,,0,-83.43923686079586,32.654122194859724,0,1
926,I-16,WB,18.70109364,18.69787773,947,16.98,T2,T2,T2,T2,T2,,,,,0,-83.43928038763438,32.65413678366571,0,0
927,I-16,WB,18.69787773,18.69558417,948,12.11,R,R,R,R,R,1.0,2015.0,,,1,-83.43932669626258,32.65415230509741,0,0
928,I-16,WB,18.69558417,18.69342129,949,11.42,R,R,R,R,R,,,,,1,-83.4393597232048,32.654163375028325,0,0
929,I-16,WB,18.69342129,18.69173758,950,8.89,R,R,R,R,R,1.0,2015.0,1.0,,1,-83.4393908683473,32.65417381434714,0,0
930,I-16,WB,18.69173758,18.68905765,951,14.15,R,R,R,R,R,1.0,2015.0,1.0,,1,-83.43941511355868,32.65418194101472,0,0
931,I-16,WB,18.68905765,18.68465803,952,23.23,T2,T2,T2,T2,SS,,,,,0,-83.4394537040803,32.654194876184455,0,0
932,I-16,WB,18.68465803,18.68030007,953,23.01,T2,T2,T2,T2,T2,,,,,0,-83.4395170579885,32.65421611219664,0,0
933,I-16,WB,18.68030007,18.67725841,954,16.06,SS,SS,SS,SS,SS,,,,,0,-83.4395798119012,32.65423714760904,0,0
