Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y
I-16,WB,22.0,21.99756629,3,12.85,R,R,R,R,R,,,,,1,-83.39209388779946,32.635684482506626
I-16,WB,21.99756629,21.99428598,4,17.32,NC,NC,NC,NC,NC,,,,,0,-83.39212891122233,32.63570032784294
I-16,WB,21.99428598,21.99124432,5,16.06,NC,NC,NC,NC,NC,,,,,0,-83.3921761178894,32.63572168541322
I-16,WB,21.99124432,21.98716856,6,21.52,NC,NC,NC,NC,NC,,,,,0,-83.39221989035224,32.63574148954373
I-16,WB,21.98716856,21.98280871,7,23.02,NC,NC,NC,NC,NC,,,,,0,-83.39227854436075,32.6357680270137
I-16,WB,21.98280871,21.97955302,8,17.19,NC,NC,NC,NC,NC,,,,,0,-83.39234128670441,32.63579641476084
I-16,WB,21.97955302,21.97660227,9,15.58,NC,NC,NC,NC,NC,,,,,0,-83.39238813904402,32.63581761345495
I-16,WB,21.97660227,21.97237499,10,22.32,NC,NC,NC,NC,NC,,,,,0,-83.39243060323453,32.63583682697195
I-16,WB,21.97237499,21.96792423,11,23.5,NC,NC,NC,NC,NC,,,,,0,-83.39249143768309,32.635864352817954
I-16,WB,21.96792423,21.96469128,12,17.07,NC,NC,NC,NC,NC,,,,,0,-83.3925554882878,32.63589333445878
I-16,WB,21.96469128,21.96168938,13,15.85,NC,NC,NC,NC,NC,,,,,0,-83.39260201355555,32.63591438660337
I-16,WB,21.96168938,21.95753029,14,21.96,NC,NC,NC,NC,NC,,,,,0,-83.39264521364208,32.63593393442253
I-16,WB,21.95753029,21.95314014,15,23.18,NC,NC,NC,NC,NC,,,,,0,-83.39270506688351,32.63596101815123
I-16,WB,21.95314014,21.94981059,16,17.58,NC,NC,NC,NC,NC,,,,,0,-83.39276824530307,32.63598960709189
I-16,WB,21.94981059,21.94680112,17,15.89,NC,NC,NC,NC,NC,,,,,0,-83.39281616060009,32.63601128968728
I-16,WB,21.94680112,21.94259847,18,22.19,NC,NC,NC,NC,NC,,,,,0,-83.39285946970432,32.63603088817856
I-16,WB,21.94259847,21.93834468,19,22.46,NC,NC,NC,NC,NC,,,,,0,-83.3929199498175,32.636058257446514
I-16,WB,21.93834468,21.93504733,20,17.41,NC,NC,NC,NC,NC,,,,,0,-83.39298116582924,32.63608596027304
I-16,WB,21.93504733,21.93198104,21,16.19,NC,NC,NC,NC,NC,,,,,0,-83.3930286177765,32.63610743465695
I-16,WB,21.93198104,21.92772914,22,22.45,NC,NC,NC,NC,NC,,,,,0,-83.39307274454319,32.63612740452406
I-16,WB,21.92772914,21.92341854,23,22.76,NC,NC,NC,NC,NC,,,,,0,-83.39313393329469,32.63615509637153
I-16,WB,21.92341854,21.92012876,24,17.37,NC,NC,NC,NC,NC,,,,,0,-83.3931959669669,32.63618317115552
I-16,WB,21.92012876,21.91703217,25,16.35,T1,T1,T1,T1,T1,,,,,0,-83.39324330988677,32.636204597677114
I-16,WB,21.91703217,21.91290717,26,21.78,NC,NC,NC,NC,NC,,,,,0,-83.39328787273777,32.63622476629023
I-16,WB,21.91290717,21.9111155,27,9.46,R,R,R,R,R,,,,,1,-83.39334723535978,32.63625163354812
I-16,WB,21.9111155,21.90857573,28,13.41,R,R,R,R,R,,,,,1,-83.39337301912433,32.63626330332904
I-16,WB,21.90857573,21.9068958,29,8.87,R,R,R,R,R,,,,,1,-83.39340956883649,32.63627984596273
I-16,WB,21.9068958,21.90521777,30,8.86,R,R,R,R,R,,,,,1,-83.39343374452193,32.636290788141295
I-16,WB,21.90521777,21.90121967,31,21.11,NC,NC,NC,NC,NC,,,,,0,-83.39345789295152,32.63630171806878
I-16,WB,21.90121967,21.89675186,32,23.59,NC,NC,NC,NC,NC,,,,,0,-83.39351542944571,32.63632776025002
I-16,WB,21.89675186,21.89356436,33,16.83,L2,L2,L2,L2,L2,,,,,0,-83.39357972531764,32.63635686243304
I-16,WB,21.89356436,21.89187497,34,8.92,R,R,R,R,R,,,,,1,-83.39362559642801,32.636377625406745
I-16,WB,21.89187497,21.89054163,35,7.04,R,R,R,R,R,,,,,1,-83.39364990838861,32.63638863003356
I-16,WB,21.89054163,21.88653216,36,21.17,T2,T2,T2,T2,T2,,,,,0,-83.39366909630348,32.63639731536112
I-16,WB,21.88653216,21.88461928,37,10.1,R,R,R,R,R,,,,,1,-83.39372679632487,32.636423433343026
I-16,WB,21.88461928,21.88207761,38,13.42,R,R,R,R,R,,,,,1,-83.39375432444025,32.63643589415291
I-16,WB,21.88207761,21.87885223,39,17.03,NC,NC,NC,NC,NC,,,,,0,-83.3937909014009,32.63645245116158
I-16,WB,21.87885223,21.87578784,40,16.18,NC,NC,NC,NC,NC,,,,,0,-83.39383731761751,32.636473462310484
I-16,WB,21.87578784,21.87220829,41,18.9,NC,NC,NC,NC,NC,,,,,0,-83.39388141711059,32.63649342504618
I-16,WB,21.87106056,21.8673295,43,19.7,NC,NC,NC,NC,NC,,,,,0,-83.39393293011425,32.636516744052834
I-16,WB,21.86617988,21.86411359,45,10.91,R,R,R,R,R,,,,,1,-83.39398662356106,32.63654105052224
I-16,WB,21.86411359,21.8599545,46,21.96,NC,NC,NC,NC,NC,,,,,0,-83.39401635937283,32.63655451180425
I-16,WB,21.8599545,21.85563064,47,22.83,NC,NC,NC,NC,NC,,,,,0,-83.39407621257281,32.63658160749221
I-16,WB,21.85563064,21.85232382,48,17.46,NC,NC,NC,NC,NC,,,,,0,-83.39413843700417,32.63660977720274
I-16,WB,21.85232382,21.84931056,49,15.91,NC,NC,NC,NC,NC,,,,,0,-83.3941860252013,32.63663132131347
I-16,WB,21.84931056,21.84518556,50,21.78,NC,NC,NC,NC,NC,,,,,0,-83.39422938878653,32.63665095315264
I-16,WB,21.84518556,21.84267419,51,13.26,R,R,R,R,R,,,,,1,-83.39428875137997,32.636677828611504
I-16,WB,21.84267419,21.84077646,52,10.02,R,R,R,R,R,,,,,1,-83.39432489224173,32.63669419106623
I-16,WB,21.84077646,21.83763442,53,16.59,NC,NC,NC,NC,NC,,,,,0,-83.39435220230422,32.63670655558508
I-16,WB,21.83763442,21.83458139,54,16.12,NC,NC,NC,NC,NC,,,,,0,-83.39439741926316,32.636727027616836
I-16,WB,21.83458139,21.83227457,55,12.18,R,R,R,R,R,,,,,1,-83.39444135521018,32.63674691996083
I-16,WB,21.83227457,21.83044881,56,9.64,R,R,R,R,R,,,,,1,-83.3944745524697,32.636761950472994
I-16,WB,21.83044881,21.82768934,57,14.57,NC,NC,NC,NC,NC,,,,,0,-83.3945008268192,32.636773846660866
I-16,WB,21.82768934,21.82606813,58,8.56,R,R,R,R,R,,,,,1,-83.39454053815382,32.63679182687946
I-16,WB,21.82606813,21.82281244,59,17.19,L1,L1,L1,L1,L1,,,,,0,-83.3945638689032,32.63680239052429
I-16,WB,21.82281244,21.81984843,60,15.65,NC,NC,NC,NC,NC,,,,,0,-83.39461072118998,32.63682360443727
I-16,WB,21.81984843,21.81562494,61,22.3,NC,NC,NC,NC,NC,,,,,0,-83.39465337612137,32.6368429181466
I-16,WB,21.81562494,21.81135411,62,22.55,NC,NC,NC,NC,NC,,,,,0,-83.39471415599004,32.63687043910296
I-16,WB,21.81135411,21.80794691,63,17.99,NC,NC,NC,NC,NC,,,,,0,-83.39477561724539,32.636898269153185
I-16,WB,21.80794691,21.80497721,64,15.68,NC,NC,NC,NC,NC,,,,,0,-83.39482464997047,32.636920471897064
I-16,WB,21.80497721,21.80082948,65,21.9,NC,NC,NC,T1,T2,,,,,0,-83.39486738666365,32.636939824001885
I-16,WB,21.80082948,21.79654539,66,22.62,NC,NC,NC,NC,NC,,,,,0,-83.39492707630369,32.63696685322416
I-16,WB,21.79654539,21.79326887,67,17.3,NC,NC,NC,NC,NC,,,,,0,-83.39498872834085,32.636994771642264
I-16,WB,21.79326887,21.7901988,68,16.21,NC,NC,NC,NC,NC,,,,,0,-83.39503588042798,32.637016124318116
I-16,WB,21.7901988,21.78617417,69,21.25,NC,NC,NC,NC,NC,,,,,0,-83.39508006165998,32.63703613195878
I-16,WB,21.78617417,21.78174046,70,23.41,NC,NC,NC,NC,NC,,,,,0,-83.39513797968308,32.63706236080162
I-16,WB,21.78174046,21.77852455,71,16.98,NC,NC,NC,NC,NC,,,,,0,-83.39520178490079,32.63709125631723
I-16,WB,21.77852455,21.77553213,72,15.8,NC,NC,NC,NC,NC,,,,,0,-83.39524806480524,32.63711221552727
I-16,WB,21.77553213,21.77130864,73,22.3,NC,NC,NC,NC,NC,,,,,0,-83.39529112855509,32.637131718503255
I-16,WB,21.77130864,21.7693219,74,10.49,R,R,R,R,R,,,,,1,-83.39535190840287,32.6371592453299
I-16,WB,21.7693219,21.766945,75,12.55,R,R,R,R,R,,,,,1,-83.39538049946056,32.63717219425204
I-16,WB,21.766945,21.76377833,76,16.72,NC,NC,NC,NC,NC,,,,,0,-83.39541470515816,32.63718768621473
I-16,WB,21.76377833,21.76074045,77,16.04,NC,NC,NC,NC,NC,,,,,0,-83.39546027641327,32.637208325981625
I-16,WB,21.76074045,21.75886545,78,9.9,R,R,R,R,R,,,,,1,-83.39550399429089,32.63722812663435
I-16,WB,21.75886545,21.75658704,79,12.03,R,R,R,R,R,,,,,1,-83.39553097726966,32.637240347887264
I-16,WB,21.75545447,21.75227833,81,16.77,NC,NC,NC,NC,NC,,,,,0,-83.39556376567666,32.63725519871143
I-16,WB,21.75227833,21.74902265,82,17.19,NC,NC,NC,NC,NC,,,,,0,-83.39560947320564,32.63727590125563
I-16,WB,21.74902265,21.74600371,83,15.94,NC,NC,NC,NC,NC,,,,,0,-83.39565632546578,32.637297122626485
I-16,WB,21.74600371,21.74190711,84,21.63,NC,NC,NC,NC,NC,,,,,0,-83.39569977078327,32.63731680115718
I-16,WB,21.74190711,21.73757189,85,22.89,NC,NC,NC,NC,NC,,,,,0,-83.3957587244966,32.63734350467085
I-16,WB,21.73757189,21.73431999,86,17.17,CC,CC,CC,CC,CC,,,,,0,-83.39582111240468,32.6373717643219
I-16,WB,21.73431999,21.73129158,87,15.99,SS,SS,SS,SS,SS,,,,,0,-83.39586791014808,32.63739296255787
I-16,WB,21.73129158,21.72718362,88,21.69,L2,L2,L2,L2,L2,,,,,0,-83.39591149173792,32.63741270426886
I-16,WB,21.72718362,21.72566279,89,8.03,R,R,R,R,R,,,,,1,-83.3959706089772,32.6374394838351
I-16,WB,21.724534,21.72282946,91,9.0,R,R,R,R,R,,,,,1,-83.39599249516525,32.63744939822853
I-16,WB,21.72282946,21.71958514,92,17.13,L1,CC,CC,CC,SS,,,,,0,-83.39601702513907,32.63746051034142
I-16,WB,21.71958514,21.71552453,93,21.44,NC,NC,NC,NC,NC,,,,,0,-83.39606371385501,32.63748166065062
I-16,WB,21.71552453,21.71112491,94,23.23,T2,T2,T2,T2,T2,,,,,0,-83.39612214970084,32.637508132977565
I-16,WB,21.71112491,21.70781998,95,17.45,L2,L2,L2,SS,SS,,,,,0,-83.39618546428338,32.6375368160679
I-16,WB,21.70781998,21.70478968,96,16.0,NC,NC,NC,NC,NC,,,,,0,-83.3962330251713,32.63755836278092
I-16,WB,21.70478968,21.70073854,97,21.39,NC,NC,NC,T1,T2,,,,,0,-83.39627663400714,32.63757811940758
I-16,WB,21.70073854,21.69629157,98,23.48,NC,NC,NC,T1,T2,,,,,0,-83.39633493356777,32.63760453202517
I-16,WB,21.69629157,21.69304157,99,17.16,NC,T1,T2,T2,T2,,,,,0,-83.39639892953001,32.63763352604279
I-16,WB,21.69304157,21.69004914,100,15.8,NC,NC,T2,T2,T2,,,,,0,-83.39644570000155,32.63765471632448
I-16,WB,21.69004914,21.68591088,101,21.85,NC,NC,NC,NC,NC,,,,,0,-83.39648876372118,32.63767422751844
I-16,WB,21.68591088,21.68152073,102,23.18,CC,CC,CC,CC,CC,,,,,0,-83.39654831702777,32.637701210273036
I-16,WB,21.68152073,21.67828967,103,17.06,NC,NC,NC,NC,NC,,,,,0,-83.3966114953157,32.63772983611658
I-16,WB,21.67828967,21.67526126,104,15.99,NC,NC,NC,NC,NC,,,,,0,-83.39665799322556,32.63775090460099
I-16,WB,21.67526126,21.67116846,105,21.61,T2,T2,T2,T2,T2,,,,,0,-83.3967015747939,32.63777065201999
I-16,WB,21.67116846,21.66749611,106,19.39,SS,SS,SS,SS,SS,,,,,0,-83.39676047395962,32.63779734057294
I-16,WB,21.66749611,21.66182186,107,29.96,B,B,B,B,B,,,,,1,-83.39681332239913,32.637821287940916
I-16,WB,21.66182186,21.6570908,108,24.98,B,B,B,B,B,,,,,1,-83.39689497991212,32.6378582905951
I-16,WB,21.6570908,21.6527764,109,22.78,NC,NC,NC,NC,NC,,,,,0,-83.39696306417635,32.63788914358008
I-16,WB,21.6527764,21.64857754,110,22.17,NC,NC,NC,NC,NC,,,,,0,-83.39702515222517,32.63791728010964
I-16,WB,21.64857754,21.64555102,111,15.98,NC,NC,NC,NC,NC,,,,,0,-83.39708557768498,32.63794466393013
I-16,WB,21.64555102,21.64140708,112,21.88,NC,NC,NC,NC,NC,,,,,0,-83.39712913198369,32.63796440249997
I-16,WB,21.64140708,21.63684458,113,24.09,NC,NC,NC,NC,NC,,,,,0,-83.39718876702851,32.637991429378594
I-16,WB,21.63684458,21.63362109,114,17.02,NC,NC,NC,NC,NC,,,,,0,-83.39725442553625,32.63802118698666
I-16,WB,21.63362109,21.63059458,115,15.98,NC,NC,NC,NC,NC,,,,,0,-83.39730081440028,32.638042211875685
I-16,WB,21.63059458,21.62650556,116,21.59,L1,L1,L1,L1,L1,,,,,0,-83.39734436869004,32.63806195251573
I-16,WB,21.62650556,21.62205102,117,23.52,NC,CC,CC,CC,CC,,,,,0,-83.39740321331251,32.63808862407698
I-16,WB,21.62205102,21.61873851,118,17.49,NC,NC,NC,NC,NC,,,,,0,-83.39746731824152,32.6381176809344
I-16,WB,21.61873851,21.61571768,119,15.95,NC,NC,NC,NC,NC,,,,,0,-83.39751498810155,32.638139289143815
I-16,WB,21.61571768,21.61150366,120,22.25,NC,NC,NC,NC,NC,,,,,0,-83.39755846061192,32.6381589954494
I-16,WB,21.61150366,21.60710593,121,23.22,NC,NC,NC,NC,NC,,,,,0,-83.39761910407678,32.638186486583905
I-16,WB,21.60710593,21.60375366,122,17.7,NC,NC,NC,NC,NC,,,,,0,-83.39768239131183,32.63821517850604
I-16,WB,21.60375366,21.60075366,123,15.84,NC,NC,NC,NC,NC,,,,,0,-83.3977306358686,32.63823665032487
I-16,WB,21.60075366,21.59656995,124,22.09,NC,NC,NC,NC,NC,,,,,0,-83.39777381285975,32.63825549171178
I-16,WB,21.59656995,21.5921779,125,23.19,NC,NC,NC,NC,T1,,,,,0,-83.39783402622535,32.63828176779819
I-16,WB,21.5921779,21.58893737,126,17.11,SS,SS,SS,SS,SS,,,,,0,-83.39789723799115,32.63830935289504
I-16,WB,21.58893737,21.5858635,127,16.23,SS,SS,SS,SS,SS,,,,,0,-83.39794387677006,32.638329706049795
I-16,WB,21.5858635,21.58171767,128,21.89,NC,NC,NC,T2,T2,,,,,0,-83.39798811682644,32.63834901269299
I-16,WB,21.58171767,21.57731047,129,23.27,NC,T1,T2,T2,T2,,,,,0,-83.39804778502176,32.63837505271635
I-16,WB,21.57731047,21.57406805,130,17.12,NC,NC,NC,NC,NC,,,,,0,-83.39811121484648,32.63840273492976
I-16,WB,21.57406805,21.57101501,131,16.12,NC,NC,NC,NC,NC,,,,,0,-83.39815788087866,32.63842310142147
I-16,WB,21.57101501,21.56685592,132,21.96,CC,CC,CC,CC,CC,,,,,0,-83.39820182109021,32.6384422785709
I-16,WB,21.56685592,21.5623635,133,23.72,T2,T2,T2,SS,SS,,,,,0,-83.39826168008658,32.6384684037176
I-16,WB,21.5623635,21.55908319,134,17.32,NC,NC,NC,NC,NC,,,,,0,-83.39832633652327,32.63849662326614
I-16,WB,21.55908319,21.55607562,135,15.88,NC,NC,NC,NC,NC,,,,,0,-83.3983735477143,32.638517229161856
I-16,WB,21.55607562,21.5518313,136,22.41,NC,NC,NC,NC,NC,,,,,0,-83.39841683372448,32.63853612215245
I-16,WB,21.5518313,21.54747902,137,22.98,L1,L1,L1,L1,L1,,,,,0,-83.39847791933302,32.63856278457028
I-16,WB,21.54747902,21.54425364,138,17.03,L1,L1,CC,CC,CC,,,,,0,-83.39854055865653,32.63859012571587
I-16,WB,21.54425364,21.54107561,139,16.78,NC,CC,CC,CC,CC,,,,,0,-83.39858697935493,32.638610388047844
I-16,WB,21.54107561,21.53939569,140,8.87,R,R,R,R,R,,,,,1,-83.3986327185975,32.6386303532398
I-16,WB,21.53939569,21.53570629,141,19.48,SS,SS,SS,SS,SS,,,,,0,-83.39865689661144,32.638640907078546
I-16,WB,21.53570629,21.53245061,142,17.19,NC,NC,NC,NC,NC,,,,,0,-83.39870999556328,32.63866408536008
I-16,WB,21.53245061,21.52943924,143,15.9,L2,L2,SS,SS,SS,,,,,0,-83.39875685238866,32.638684539233765
I-16,WB,21.52943924,21.52520629,144,22.35,SS,SS,SS,SS,SS,,,,,0,-83.39880019290675,32.638703458465805
I-16,WB,21.52520629,21.5208256,145,23.13,NC,T2,T2,T2,T2,,,,,0,-83.39886111495417,32.63873005294378
I-16,WB,21.5208256,21.51758318,146,17.12,NC,NC,NC,NC,NC,,,,,0,-83.39892416313813,32.63875757613296
I-16,WB,21.51758318,21.51449984,147,16.28,NC,NC,NC,NC,NC,,,,,0,-83.398970829151,32.638777948204776
I-16,WB,21.51449984,21.51042219,148,21.53,NC,NC,NC,NC,NC,,,,,0,-83.39901520547524,32.63879732101644
I-16,WB,21.51042219,21.50597522,149,23.48,NC,NC,NC,NC,T2,,,,,0,-83.39907389234476,32.638822941650076
I-16,WB,21.50597522,21.50269492,150,17.32,SS,SS,SS,SS,SS,,,,,0,-83.39913789455802,32.63885088336742
I-16,WB,21.50269492,21.49966651,151,15.99,NC,NC,NC,NC,NC,,,,,0,-83.39918510572923,32.63887149495517
I-16,WB,21.49966651,21.49555097,152,21.73,NC,NC,NC,NC,NC,,,,,0,-83.39922869156115,32.638890524085184
I-16,WB,21.49555097,21.49105287,153,23.75,NC,NC,NC,NC,NC,,,,,0,-83.39928792358755,32.63891638464012
I-16,WB,21.49105287,21.48789756,154,16.66,NC,NC,NC,NC,NC,,,,,0,-83.39935266176427,32.63894464977908
I-16,WB,21.48789756,21.48487673,155,15.95,NC,NC,NC,NC,NC,,,,,0,-83.39939807389017,32.638964477425745
I-16,WB,21.48487673,21.48064946,156,22.32,NC,NC,NC,NC,NC,,,,,0,-83.39944155068429,32.638983460376764
I-16,WB,21.48064946,21.47673279,157,20.68,L1,L1,L2,L2,L2,,,,,0,-83.39950239093619,32.63901002508732
I-16,WB,21.47673279,21.4746665,158,10.91,R,R,R,R,R,,,,,1,-83.39955876084512,32.639034638430125
I-16,WB,21.4746665,21.47282559,159,9.72,R,R,R,R,R,,,,,1,-83.39958849951486,32.63904762372718
I-16,WB,21.47282559,21.47001498,160,14.84,L2,L2,L2,L2,L2,,,,,0,-83.39961499446126,32.639059192781424
I-16,WB,21.47001498,21.46593922,161,21.52,T2,T2,SS,SS,SS,,,,,0,-83.39965544559269,32.639076856029874
I-16,WB,21.46593922,21.46156422,162,23.1,NC,NC,NC,NC,NC,,,,,0,-83.39971410518328,32.639102470568254
I-16,WB,21.46156422,21.45817218,163,17.91,NC,NC,NC,NC,NC,,,,,0,-83.39977707156316,32.63912996633745
I-16,WB,21.45817218,21.45518354,164,15.78,NC,NC,NC,NC,NC,,,,,0,-83.39982589094953,32.63915128493693
I-16,WB,21.45518354,21.45104338,165,21.86,NC,NC,NC,NC,NC,,,,,0,-83.39986890434402,32.63917006848386
I-16,WB,21.45104338,21.4466002,166,23.46,NC,T1,T2,SS,SS,,,,,0,-83.39992849070497,32.63919608977591
I-16,WB,21.4466002,21.44341649,167,16.81,NC,NC,NC,NC,NC,,,,,0,-83.3999924383708,32.63922401629464
I-16,WB,21.44341649,21.44035399,168,16.17,NC,NC,NC,NC,NC,,,,,0,-83.4000382593522,32.63924402716468
I-16,WB,21.44035399,21.43618543,169,22.01,NC,NC,NC,NC,NC,,,,,0,-83.40008233580954,32.63926327650578
I-16,WB,21.43618543,21.43179527,170,23.18,L1,L1,T1,SS,SS,,,,,0,-83.40014233103498,32.639289478504296
I-16,WB,21.43179527,21.42854338,171,17.17,NC,NC,NC,NC,NC,,,,,0,-83.40020551546341,32.639317074009675
I-16,WB,21.42854338,21.42548088,172,16.17,NC,NC,NC,NC,NC,,,,,0,-83.40025231773232,32.63933751515461
I-16,WB,21.42548088,21.42145247,173,21.27,NC,NC,NC,NC,NC,,,,,0,-83.40029639418336,32.63935676614534
I-16,WB,21.42145247,21.418568,174,15.23,NC,NC,NC,NC,NC,,,,,0,-83.40035437229601,32.63938208939394
I-16,WB,21.418568,21.41668353,175,9.95,R,R,R,R,R,,,,,1,-83.4003958864766,32.639400222050874
I-16,WB,21.41668353,21.41376307,176,15.42,NC,NC,NC,NC,NC,,,,,0,-83.40042300834695,32.639412068589365
I-16,WB,21.41376307,21.41228958,177,7.78,R,R,R,R,R,,,,,1,-83.40046504043043,32.63943042800666
I-16,WB,21.41228958,21.41053769,178,9.25,R,R,R,R,R,,,,,1,-83.40048624727869,32.63943969120385
I-16,WB,21.41053769,21.40663617,179,20.6,SS,SS,SS,SS,SS,,,,,0,-83.40051146107598,32.63945070475747
I-16,WB,21.40663617,21.40423845,180,12.66,R,R,R,R,R,,,,,1,-83.40056761288248,32.639475232637245
I-16,WB,21.40423845,21.40173844,181,13.2,R,R,R,R,R,,,,,1,-83.40060212170962,32.63949030692102
I-16,WB,21.40173844,21.39946382,182,12.01,R,R,R,R,R,,,,,1,-83.40063810247614,32.63950602445232
I-16,WB,21.39946382,21.3972214,183,11.84,R,R,R,R,R,,,,,1,-83.40067083952096,32.63952032527675
I-16,WB,21.3972214,21.3943767,184,15.02,NC,NC,NC,NC,NC,,,,,0,-83.40070311317612,32.639534423914085
I-16,WB,21.3943767,21.39042784,185,20.85,NC,NC,NC,NC,T2,,,,,0,-83.40074405492305,32.6395523095134
I-16,WB,21.39042784,21.3872195,186,16.94,NC,NC,NC,NC,NC,,,,,0,-83.40080088817088,32.63957713803012
I-16,WB,21.3872195,21.38420245,187,15.93,NC,NC,NC,NC,NC,,,,,0,-83.40084706347798,32.63959731113822
I-16,WB,21.38420245,21.37999791,188,22.2,NC,T1,T2,T2,T2,,,,,0,-83.4008904857091,32.639616282076396
I-16,WB,21.37999791,21.375657,189,22.92,L1,L1,L1,L1,L1,,,,,0,-83.40095099879505,32.639642720880566
I-16,WB,21.375657,21.37238806,190,17.26,NC,NC,L1,L1,SS,,,,,0,-83.40101347445923,32.63967001883268
I-16,WB,21.37238806,21.36929715,191,16.32,NC,NC,NC,NC,NC,,,,,0,-83.40106052200288,32.639690577811024
I-16,WB,21.36929715,21.36517783,192,21.75,NC,NC,NC,NC,NC,,,,,0,-83.40110498605672,32.63971326717222
I-16,WB,21.36517783,21.36071002,193,23.59,NC,NC,NC,NC,NC,,,,,0,-83.40116422811155,32.63974597133656
I-16,WB,21.36071002,21.35751684,194,16.86,NC,NC,NC,NC,NC,,,,,0,-83.4012284819045,32.639781442990326
I-16,WB,21.35751684,21.35453199,195,15.76,NC,NC,NC,NC,NC,,,,,0,-83.4012744047062,32.639806795450745
I-16,WB,21.35453199,21.35032934,196,22.19,NC,NC,NC,NC,NC,,,,,0,-83.40131733135655,32.639830494227525
I-16,WB,21.35032934,21.34596759,197,23.03,NC,NC,NC,NC,NC,,,,,0,-83.40137777185959,32.63986386260574
I-16,WB,21.34596759,21.34270812,198,17.21,NC,NC,NC,NC,NC,,,,,0,-83.40144050032757,32.63989849493794
I-16,WB,21.34270812,21.33967024,199,16.04,NC,NC,NC,NC,NC,,,,,0,-83.40148737644022,32.639924375754184
I-16,WB,21.33967024,21.33547706,200,22.14,L1,T1,T1,T1,T1,,,,,0,-83.40153106573791,32.63994849751721
I-16,WB,21.33547706,21.33103956,201,23.43,NC,NC,NC,NC,NC,,,,,0,-83.40159137003991,32.63998179341384
I-16,WB,21.33103956,21.32793728,202,16.38,NC,NC,NC,NC,NC,,,,,0,-83.40165518800326,32.64001703016542
I-16,WB,21.32793728,21.32501115,203,15.45,SS,SS,SS,SS,SS,,,,,0,-83.40169980337573,32.64004166486278
I-16,WB,21.32501115,21.32084259,204,22.01,NC,T2,T2,T2,T2,,,,,0,-83.40174188563904,32.64006490129504
I-16,WB,21.32084259,21.31648084,205,23.03,NC,NC,NC,NC,NC,,,,,0,-83.40180183583763,32.64009800446786
I-16,WB,21.31648084,21.31335016,206,16.53,NC,NC,NC,NC,NC,,,,,0,-83.40186456427837,32.64013264260412
I-16,WB,21.31335016,21.3092422,207,21.69,NC,NC,NC,T1,T2,,,,,0,-83.40190958820615,32.640157505050645
I-16,WB,21.3092422,21.30491076,208,22.87,NC,NC,NC,NC,NC,,,,,0,-83.40196866678676,32.64019012925753
I-16,WB,21.30491076,21.30171947,209,16.85,L1,L1,L1,L1,L2,,,,,0,-83.40203095941187,32.64022452924157
I-16,WB,21.30171947,21.29868728,210,16.01,NC,NC,NC,NC,NC,,,,,0,-83.40207685493675,32.640249874891325
I-16,WB,21.29868728,21.29464371,211,21.35,NC,NC,NC,NC,L1,,,,,0,-83.40212046249214,32.640273957538554
I-16,WB,21.29464371,21.29043917,212,22.2,NC,NC,NC,NC,NC,,,,,0,-83.40217861497466,32.64030607351151
I-16,WB,21.29043917,21.28711151,213,17.57,NC,NC,NC,NC,NC,,,,,0,-83.40223908265597,32.64033946913169
I-16,WB,21.28711151,21.28406985,214,16.06,NC,NC,NC,NC,NC,,,,,0,-83.40228693928012,32.64036590065564
I-16,WB,21.28406985,21.2800225,215,21.37,L2,L2,L2,L2,L2,,,,,0,-83.402330683009,32.640390061285295
I-16,WB,21.2800225,21.27556227,216,23.55,NC,NC,NC,NC,NC,,,,,0,-83.4023888899453,32.64042221125997
I-16,WB,21.27556227,21.27240318,217,16.68,NC,NC,NC,NC,NC,,,,,0,-83.4024530346878,32.640457642528496
I-16,WB,21.27240318,21.26947893,218,15.44,NC,NC,NC,NC,NC,,,,,0,-83.40249846713262,32.640482739325975
I-16,WB,21.26947893,21.26522514,219,22.46,NC,NC,NC,NC,NC,,,,,0,-83.40254052209606,32.64050597185415
I-16,WB,21.26522514,21.26086719,220,23.01,NC,NC,NC,NC,NC,,,,,0,-83.40260168523022,32.64054139027504
I-16,WB,21.26086719,21.25765317,221,16.97,NC,NC,NC,NC,NC,,,,,0,-83.40266432083952,32.64058091293476
I-16,WB,21.25765317,21.25451491,222,16.57,NC,NC,NC,NC,NC,,,,,0,-83.40271051493929,32.64061006162023
I-16,WB,21.25451491,21.25039749,223,21.74,NC,NC,NC,NC,NC,,,,,0,-83.40275562019568,32.640638523656115
I-16,WB,21.25039749,21.24604711,224,22.97,NC,NC,NC,NC,NC,,,,,0,-83.40281479872479,32.640675866738334
I-16,WB,21.24604711,21.24291832,225,16.52,NC,NC,NC,NC,NC,,,,,0,-83.40287732543764,32.64071532337247
I-16,WB,21.24291832,21.23977059,226,16.62,NC,T1,T2,T2,T2,,,,,0,-83.40292229458193,32.640743701033756
I-16,WB,21.23977059,21.23569862,227,21.5,NC,NC,NC,NC,NC,,,,,0,-83.40296753593464,32.640772250883884
I-16,WB,21.23569862,21.23139559,228,22.72,L1,L1,L1,L1,L2,,,,,0,-83.40302606114746,32.640809184210134
I-16,WB,21.23139559,21.22811339,229,17.33,NC,NC,NC,NC,NC,,,,,0,-83.4030879073224,32.640848214037895
