Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y
I-16,WB,14.68234425,14.67906773,2118,17.3,NC,T2,SS,SS,SS,,,,,0,-83.4955534134996,32.69038828405702
I-16,WB,14.67906773,14.67476849,2119,22.7,T2,T2,T2,T2,SS,,,,,0,-83.49560041476745,32.69042797139202
I-16,WB,14.67476849,14.67063591,2120,21.82,SS,SS,SS,SS,SS,,,,,0,-83.49566208694523,32.69048004766194
I-16,WB,14.67063591,14.66750144,2121,16.55,SS,SS,SS,SS,SS,,,,,0,-83.49572136830052,32.690530106192206
I-16,WB,14.66750144,14.66428932,2122,16.96,SS,SS,SS,SS,SS,,,,,0,-83.495766331927,32.690568075227645
I-16,WB,14.66428932,14.65996924,2123,22.81,SS,SS,SS,SS,SS,,,,,0,-83.49581240945201,32.69060698551785
I-16,WB,14.65996924,14.65699954,2124,15.68,NC,NC,NC,NC,NC,,,,,0,-83.49587438045675,32.690659318098064
I-16,WB,14.65699954,14.65258856,2125,23.29,SS,SS,SS,SS,SS,,,,,0,-83.49591698042391,32.69069529314352
I-16,WB,14.65258856,14.64933288,2126,17.19,SS,SS,SS,SS,SS,,,,,0,-83.49598025549646,32.69074872901112
I-16,WB,14.64933288,14.64643893,2127,15.28,T2,T2,T2,SS,SS,,,,,0,-83.49602695787404,32.69078817003534
I-16,WB,14.64643893,14.64224386,2128,22.15,SS,SS,SS,SS,SS,,,,,0,-83.49606847109483,32.69082322929668
I-16,WB,14.64224386,14.63775901,2129,23.68,SS,SS,SS,SS,SS,,,,,0,-83.49612864895813,32.69087405238243
I-16,WB,14.63775901,14.63477226,2130,15.77,NC,NC,NC,NC,NC,,,,,0,-83.49619298356868,32.690928387297284
I-16,WB,14.63477226,14.63064726,2131,21.78,NC,NC,NC,NC,NC,,,,,0,-83.49623582802343,32.6909645730858
I-16,WB,14.63064726,14.62618325,2132,23.57,NC,NC,NC,NC,NC,,,,,0,-83.49629500063789,32.691014550333556
I-16,WB,14.62618325,14.62300143,2133,16.8,NC,NC,NC,NC,NC,,,,,0,-83.49635903637444,32.69106863624683
I-16,WB,14.62300143,14.62003931,2134,15.64,NC,NC,NC,L1,L2,,,,,0,-83.4964046791508,32.69110718793276
I-16,WB,14.62003931,14.61581582,2135,22.3,NC,NC,NC,NC,NC,,,,,0,-83.49644717039794,32.691143078337156
I-16,WB,14.61581582,14.61137264,2136,23.46,NC,NC,NC,NC,NC,,,,,0,-83.4965077557374,32.691194252991906
I-16,WB,14.61137264,14.60823627,2137,16.56,NC,NC,NC,NC,NC,,,,,0,-83.49657149259225,32.691248090973005
I-16,WB,14.60823627,14.60519839,2138,16.04,NC,NC,NC,NC,NC,,,,,0,-83.49661648330719,32.69128609512697
I-16,WB,14.60519839,14.60103551,2139,21.98,NC,NC,NC,NC,NC,,,,,0,-83.49666006126556,32.69132290658648
I-16,WB,14.60103551,14.5965999,2140,23.42,NC,NC,NC,NC,NC,,,,,0,-83.49671977718894,32.69137335126095
I-16,WB,14.5965999,14.59334422,2141,17.19,NC,NC,NC,NC,NC,,,,,0,-83.4967834053377,32.691427102173066
I-16,WB,14.59334422,14.59032149,2142,15.96,NC,NC,NC,NC,NC,,,,,0,-83.49683010763087,32.69146655569692
I-16,WB,14.59032149,14.58623816,2143,21.56,NC,NC,NC,NC,NC,,,,,0,-83.49687346821874,32.691503186941546
I-16,WB,14.58623816,14.58182338,2144,23.31,NC,NC,NC,NC,NC,,,,,0,-83.49693204304012,32.69155267235469
I-16,WB,14.58182338,14.57851846,2145,17.45,NC,NC,NC,NC,NC,,,,,0,-83.49699537229992,32.691606175974435
I-16,WB,14.57851846,14.57545406,2146,16.18,NC,NC,NC,NC,NC,,,,,0,-83.4970427809387,32.691646230266294
I-16,WB,14.57545406,14.57136315,2147,21.6,NC,NC,NC,NC,NC,,,,,0,-83.49708673919956,32.69168337033717
I-16,WB,14.57136315,14.56704308,2148,22.81,NC,NC,NC,NC,NC,,,,,0,-83.4971454226526,32.691732952960095
I-16,WB,14.56704308,14.56384989,2149,16.86,NC,NC,NC,NC,NC,,,,,0,-83.49720739345045,32.69178531500771
I-16,WB,14.56384989,14.56072489,2150,16.5,NC,NC,NC,NC,NC,,,,,0,-83.49725319912106,32.69182401993449
I-16,WB,14.56072489,14.55664345,2151,21.55,NC,NC,NC,NC,NC,,,,,0,-83.4972980267228,32.69186189976964
I-16,WB,14.55664345,14.55208853,2152,24.05,NC,NC,NC,NC,NC,,,,,0,-83.49735657426797,32.691911375311314
I-16,WB,14.55208853,14.54898246,2153,16.4,NC,NC,NC,NC,NC,,,,,0,-83.49742191382708,32.69196659510374
I-16,WB,14.54898246,14.54592943,2154,16.12,NC,NC,NC,NC,NC,,,,,0,-83.49746647526143,32.69200373254592
I-16,WB,14.54592943,14.54174383,2155,22.1,NC,NC,NC,NC,NC,,,,,0,-83.49751027797787,32.69204004184372
I-16,WB,14.54174383,14.53744837,2156,22.68,NC,NC,NC,NC,NC,,,,,0,-83.49757033008436,32.6920898215509
I-16,WB,14.53744837,14.53424193,2157,16.93,NC,NC,NC,NC,NC,,,,,0,-83.49763195821318,32.69214090870208
I-16,WB,14.53424193,14.53106579,2158,16.77,NC,NC,NC,NC,NC,,,,,0,-83.49767796192272,32.69217904453616
I-16,WB,14.53106579,14.52696162,2159,21.67,NC,NC,NC,NC,NC,,,,,0,-83.49772353086271,32.69221682052311
I-16,WB,14.52696162,14.52260367,2160,23.01,NC,NC,T1,T2,T2,,,,,0,-83.49778241451509,32.69226563503946
I-16,WB,14.52260367,14.51922867,2161,17.82,NC,NC,NC,NC,NC,,,,,0,-83.49784493932881,32.692317469103926
I-16,WB,14.51922867,14.51629874,2162,15.47,NC,NC,NC,NC,NC,,,,,0,-83.49789336140977,32.692357612513305
I-16,WB,14.51629874,14.51231579,2163,21.03,NC,NC,NC,NC,NC,,,,,0,-83.49793539785976,32.6923924625548
I-16,WB,14.51231579,14.50777601,2164,23.97,NC,NC,NC,NC,NC,,,,,0,-83.49799254242835,32.69243983864517
I-16,WB,14.50777601,14.5047173,2165,16.15,NC,NC,NC,NC,NC,,,,,0,-83.49805767581772,32.692493839
I-16,WB,14.5047173,14.50148434,2166,17.07,NC,NC,NC,NC,NC,,,,,0,-83.49810156001239,32.69253022287384
I-16,WB,14.50148434,14.4972798,2167,22.2,NC,NC,NC,NC,NC,,,,,0,-83.49814794410837,32.692568679956025
I-16,WB,14.4972798,14.49301464,2168,22.52,NC,NC,NC,NC,NC,,,,,0,-83.49820826788374,32.692618695304965
I-16,WB,14.49301464,14.4897476,2169,17.25,NC,NC,NC,NC,NC,,,,,0,-83.49826946118515,32.69266943260521
I-16,WB,14.4897476,14.48657335,2170,16.76,NC,NC,NC,NC,NC,,,,,0,-83.49831633438042,32.69270829735085
I-16,WB,14.48657335,14.48245403,2171,21.75,NC,NC,NC,NC,NC,,,,,0,-83.49836187610188,32.69274605868556
I-16,WB,14.48245403,14.47809608,2172,23.01,NC,NC,NC,NC,NC,,,,,0,-83.49842097707808,32.69279506363901
I-16,WB,14.47809608,14.474776,2173,17.53,NC,NC,NC,NC,NC,,,,,0,-83.49848350182896,32.692846908534676
I-16,WB,14.474776,14.47173433,2174,16.06,NC,NC,NC,NC,NC,,,,,0,-83.4985311358483,32.69288640691159
I-16,WB,14.47173433,14.467651,2175,21.56,NC,NC,NC,NC,NC,,,,,0,-83.49857477545437,32.69292259364861
I-16,WB,14.467651,14.46324001,2176,23.29,NC,NC,NC,NC,NC,,,,,0,-83.49863336012635,32.692971173913996
I-16,WB,14.46324001,14.46000327,2177,17.09,NC,NC,NC,NC,NC,,,,,0,-83.49869664569582,32.693023653370254
I-16,WB,14.46000327,14.45686312,2178,16.58,NC,NC,NC,NC,NC,,,,,0,-83.49874308409363,32.69306216304629
I-16,WB,14.45686312,14.45274758,2179,21.73,NC,NC,NC,NC,NC,,,,,0,-83.49878813667286,32.6930995240822
I-16,WB,14.45274758,14.44841993,2180,22.85,NC,NC,NC,NC,NC,,,,,0,-83.4988471832631,32.69314849085927
I-16,WB,14.44841993,14.44506387,2181,17.72,NC,NC,NC,NC,NC,,,,,0,-83.49890927320583,32.69319998249698
I-16,WB,14.44506387,14.44212448,2182,15.52,NC,NC,NC,NC,NC,,,,,0,-83.49895742347653,32.693239914605826
I-16,WB,14.44212448,14.43785932,2183,22.52,NC,NC,NC,NC,NC,,,,,0,-83.49899959571952,32.693274889531544
I-16,WB,14.43785932,14.43359038,2184,22.54,NC,NC,NC,NC,NC,,,,,0,-83.49906078894341,32.693325640090634
I-16,WB,14.43359038,14.43025326,2185,17.62,NC,NC,NC,CC,CC,,,,,0,-83.49912203650686,32.69337643675786
I-16,WB,14.43025326,14.42724758,2186,15.87,NC,NC,NC,NC,NC,,,,,0,-83.4991699150326,32.6934161463296
I-16,WB,14.42724758,14.42306008,2187,22.11,NC,NC,NC,NC,NC,,,,,0,-83.49921303830992,32.69345191253458
I-16,WB,14.42306008,14.41876651,2188,22.67,NC,NC,NC,NC,NC,,,,,0,-83.49927311742667,32.6935017426707
I-16,WB,14.41876651,14.41554871,2189,16.99,NC,NC,NC,NC,NC,,,,,0,-83.49933471821548,32.693552835940956
I-16,WB,14.41554871,14.41240666,2190,16.59,NC,NC,NC,NC,NC,,,,,0,-83.49938088483685,32.69359112842321
I-16,WB,14.41240666,14.40832712,2191,21.54,NC,NC,NC,NC,NC,,,,,0,-83.49942596454201,32.693628519950046
I-16,WB,14.40832712,14.40390855,2192,23.33,NC,NC,NC,NC,NC,,,,,0,-83.49948449478718,32.69367706891804
I-16,WB,14.40390855,14.40065477,2193,17.18,NC,NC,NC,NC,NC,,,,,0,-83.49954788895998,32.69372965344191
I-16,WB,14.40065477,14.3976131,2194,16.06,NC,NC,NC,NC,NC,,,,,0,-83.49959457184836,32.69376837693876
I-16,WB,14.3976131,14.39334037,2195,22.56,NC,NC,NC,NC,NC,,,,,0,-83.49963821137864,32.693804576525906
I-16,WB,14.39334037,14.38902029,2196,22.81,NC,NC,NC,NC,NC,,,,,0,-83.49969951322912,32.69385542814428
I-16,WB,14.38902029,14.38583468,2197,16.82,NC,NC,NC,NC,NC,,,,,0,-83.49976149439331,32.69390684435557
I-16,WB,14.38583468,14.38269074,2198,16.6,NC,NC,NC,NC,NC,,,,,0,-83.49980719904407,32.69394475916484
I-16,WB,14.38269074,14.37857332,2199,21.74,NC,NC,NC,NC,NC,,,,,0,-83.49985230588972,32.69398217864202
I-16,WB,14.37857332,14.37415476,2200,23.33,NC,NC,NC,NC,NC,,,,,0,-83.4999113795487,32.69403118549371
I-16,WB,14.37415476,14.37097673,2201,16.78,NC,NC,NC,NC,NC,,,,,0,-83.49997477367569,32.69408377766456
I-16,WB,14.37097673,14.36791422,2202,16.17,NC,NC,NC,NC,NC,,,,,0,-83.50002036961857,32.69412160507502
I-16,WB,14.36791422,14.36370021,2203,22.25,NC,NC,NC,NC,NC,,,,,0,-83.5000643080178,32.694158057917555
I-16,WB,14.36370021,14.35941233,2204,22.64,NC,NC,NC,NC,NC,,,,,0,-83.5001247674672,32.69420821809859
I-16,WB,14.35941233,14.35619263,2205,17.0,NC,NC,NC,NC,NC,,,,,0,-83.5001862866487,32.69425925857107
I-16,WB,14.35619263,14.3530468,2206,16.61,NC,NC,NC,NC,NC,,,,,0,-83.50023248037589,32.69429758474544
I-16,WB,14.3530468,14.34892369,2207,21.77,NC,NC,NC,NC,NC,,,,,0,-83.50027761436097,32.69433503227039
I-16,WB,14.34892369,14.34449755,2208,23.37,NC,NC,NC,NC,NC,,,,,0,-83.50033676949442,32.69438411398364
I-16,WB,14.34449755,14.34126459,2209,17.07,NC,NC,NC,NC,NC,,,,,0,-83.50040027226513,32.69443680411975
I-16,WB,14.34126459,14.33827406,2210,15.79,NC,NC,NC,NC,NC,,,,,0,-83.50044665618402,32.694475291002064
I-16,WB,14.33827406,14.33408467,2211,22.12,NC,NC,NC,NC,NC,,,,,0,-83.5004895619848,32.6945108924982
I-16,WB,14.33408467,14.32973429,2212,22.97,NC,NC,NC,NC,NC,,,,,0,-83.50054966814236,32.69456076705083
I-16,WB,14.32973429,14.32650701,2213,17.04,NC,NC,NC,NC,NC,,,,,0,-83.50061208397798,32.69461255925199
I-16,WB,14.32650701,14.32343504,2214,16.22,NC,NC,NC,NC,NC,,,,,0,-83.50065838636056,32.694650981399384
I-16,WB,14.32343504,14.31925891,2215,22.05,NC,NC,NC,NC,NC,,,,,0,-83.50070246057307,32.69468755519242
I-16,WB,14.31925891,14.31488012,2216,23.12,NC,NC,NC,NC,NC,,,,,0,-83.5007623764975,32.69473727572133
I-16,WB,14.31488012,14.31165474,2217,17.03,NC,NC,NC,NC,NC,,,,,0,-83.50082519989941,32.69478941015525
I-16,WB,14.31165474,14.30860739,2218,16.09,NC,NC,NC,NC,NC,,,,,0,-83.50087147509045,32.69482781273545
I-16,WB,14.30860739,14.30443883,2219,22.01,NC,NC,NC,NC,NC,,,,,0,-83.50091519603924,32.694864096225736
I-16,WB,14.30443883,14.30002216,2220,23.32,NC,NC,NC,NC,NC,,,,,0,-83.50097500324804,32.69491373044358
I-16,WB,14.30002216,14.29739526,2221,13.87,R,R,R,R,R,,,,,1,-83.50103837007855,32.69496632001804
I-16,WB,14.29739526,14.2926017,2222,25.31,B,B,B,B,B,,,,,1,-83.50107605866525,32.694997599264106
I-16,WB,14.2926017,14.28823617,2223,23.05,NC,NC,NC,NC,NC,,,,,0,-83.50114483285668,32.695054678777375
I-16,WB,14.28823617,14.2843517,2224,20.51,NC,NC,NC,NC,NC,,,,,0,-83.50120746600135,32.69510666283205
I-16,WB,14.2843517,14.280757,2225,18.98,NC,NC,NC,NC,NC,,,,,0,-83.50126319726519,32.69515291957397
I-16,WB,14.280757,14.2775676,2226,16.84,NC,NC,NC,NC,NC,,,,,0,-83.50131477109564,32.69519572658223
I-16,WB,14.2775676,14.27339525,2227,22.03,NC,NC,NC,NC,NC,,,,,0,-83.50136052995806,32.69523370783915
I-16,WB,14.27339525,14.26891798,2228,23.64,NC,NC,NC,NC,NC,,,,,0,-83.50142039145598,32.69528339574956
I-16,WB,14.26891798,14.26573427,2229,16.81,NC,NC,NC,NC,NC,,,,,0,-83.50148462775236,32.69533671631221
I-16,WB,14.26573427,14.26270207,2230,16.01,NC,NC,NC,NC,NC,,,,,0,-83.50153030507846,32.69537463257233
I-16,WB,14.26270207,14.25856949,2231,21.82,NC,NC,NC,NC,NC,,,,,0,-83.50157380858288,32.69541074506636
I-16,WB,14.25856949,14.25411116,2232,23.54,NC,NC,NC,NC,NC,,,,,0,-83.50163309942302,32.695459963774724
I-16,WB,14.25411116,14.25091797,2233,16.86,NC,NC,NC,NC,NC,,,,,0,-83.50169706395793,32.695513063690996
I-16,WB,14.25091797,14.24671532,2234,22.19,NC,NC,NC,NC,NC,,,,,0,-83.50174287712181,32.69555109635429
I-16,WB,14.24671532,14.24230434,2235,23.29,NC,NC,NC,NC,NC,,,,,0,-83.50180317332341,32.69560115361133
I-16,WB,14.24230434,14.23905623,2236,17.15,NC,NC,NC,NC,NC,,,,,0,-83.50186645850877,32.695653693935135
I-16,WB,14.23905623,14.23605433,2237,15.85,NC,NC,NC,NC,NC,,,,,0,-83.50191305965528,32.69569238415669
I-16,WB,14.23605433,14.23182327,2238,22.34,NC,NC,NC,NC,NC,,,,,0,-83.50195612834584,32.69572814253733
I-16,WB,14.23182327,14.22738198,2239,23.45,NC,NC,NC,NC,NC,,,,,0,-83.50201683209107,32.69577854416484
I-16,WB,14.22738198,14.22408653,2240,17.4,NC,NC,NC,NC,NC,,,,,0,-83.50208055198327,32.69583145239756
I-16,WB,14.22408653,14.2210941,2241,15.8,NC,NC,NC,NC,NC,,,,,0,-83.5021278323958,32.69587071266199
I-16,WB,14.2210941,14.21689902,2242,22.15,NC,NC,NC,NC,NC,,,,,0,-83.502170765166,32.69590636473567
I-16,WB,14.21689902,14.21245016,2243,23.49,NC,NC,NC,NC,NC,,,,,0,-83.50223095349871,32.69595625626767
I-16,WB,14.21245016,14.20927213,2244,16.78,NC,NC,NC,NC,NC,,,,,0,-83.50229479796792,32.6960077408553
I-16,WB,14.20927213,14.20627023,2245,15.85,NC,NC,NC,NC,NC,,,,,0,-83.50234040503658,32.69604451961081
I-16,WB,14.20627023,14.20205053,2246,22.28,NC,NC,NC,NC,NC,,,,,0,-83.5023834844143,32.69607926066382
I-16,WB,14.20205053,14.19764523,2247,23.26,NC,NC,NC,NC,NC,,,,,0,-83.50244404015051,32.696128096493716
I-16,WB,14.19764523,14.19443311,2248,16.96,NC,NC,NC,NC,NC,,,,,0,-83.50250725945894,32.69617908187791
I-16,WB,14.19443311,14.19138197,2249,16.11,NC,NC,NC,NC,NC,,,,,0,-83.50255335573095,32.696216258874315
I-16,WB,14.19138197,14.18724561,2250,21.84,NC,NC,NC,NC,NC,,,,,0,-83.50259714174736,32.69625157346588
I-16,WB,14.18724561,14.18280621,2251,23.44,L1,L1,L1,L1,L2,,,,,0,-83.50265650155188,32.69629944999209
I-16,WB,14.18280621,14.18112439,2252,8.88,R,R,R,R,R,,,,,1,-83.502720210046,32.696350835785495
I-16,WB,14.18112439,14.17960166,2253,8.04,R,R,R,R,R,,,1.0,,1,-83.50274434533985,32.69637030346327
I-16,WB,14.17960166,14.17658462,2254,15.93,SS,NC,NC,NC,NC,,,1.0,,0,-83.50276619756295,32.69638792989706
I-16,WB,14.17658462,14.17241795,2255,22.0,NC,L1,L1,CC,CC,,,,,0,-83.50280949431308,32.696422854599085
I-16,WB,14.17241795,14.1679634,2256,23.52,NC,NC,NC,NC,NC,,,,,0,-83.50286928892972,32.69647108903165
I-16,WB,14.1679634,14.16470583,2257,17.2,NC,NC,NC,NC,NC,,,,,0,-83.50293321477548,32.69652265991485
I-16,WB,14.16470583,14.16174749,2258,15.62,NC,NC,NC,T2,T2,,,,,0,-83.50297995771206,32.696560902930834
I-16,WB,14.16174749,14.15752401,2259,22.3,NC,NC,T2,T2,T2,,,,,0,-83.50302240025177,32.69659625874094
I-16,WB,14.15752401,14.1531509,2260,23.09,NC,NC,NC,NC,T1,,,,,0,-83.50308299362965,32.69664673553081
I-16,WB,14.1531509,14.14991415,2261,17.09,NC,NC,NC,NC,NC,,,,,0,-83.5031457335832,32.696699001542086
I-16,WB,14.14991415,14.14687627,2262,16.04,NC,NC,NC,NC,NC,,,,,0,-83.50319217038337,32.69673768676661
I-16,WB,14.14687627,14.14273233,2263,21.88,NC,NC,NC,NC,NC,,,,,0,-83.50323575412963,32.696773995716505
I-16,WB,14.14273233,14.13819067,2264,23.98,NC,NC,NC,NC,NC,,,,,0,-83.50329520626768,32.69682352519547
I-16,WB,14.13819067,14.13500885,2265,16.8,NC,NC,NC,NC,NC,,,,,0,-83.50336036450057,32.69687780949913
I-16,WB,14.13500885,14.1320221,2266,15.77,NC,NC,NC,NC,NC,,,,,0,-83.50340601330035,32.69691584088441
I-16,WB,14.1320221,14.12785354,2267,22.01,NC,NC,NC,NC,NC,,,,,0,-83.50344886339104,32.696951541090705
I-16,WB,14.12785354,14.12336869,2268,23.68,NC,NC,NC,NC,NC,,,,,0,-83.50350866874446,32.69700136825495
I-16,WB,14.12336869,14.12021907,2269,16.63,NC,NC,NC,NC,NC,,,,,0,-83.50357301179919,32.69705497710139
I-16,WB,14.12021907,14.11713763,2270,16.27,NC,NC,NC,NC,NC,,,,,0,-83.50361819866191,32.69709262621085
I-16,WB,14.11713763,14.11295013,2271,22.11,NC,NC,NC,NC,NC,,,,,0,-83.50366240733335,32.69712946083547
I-16,WB,14.11295013,14.10848422,2272,23.58,NC,NC,NC,NC,NC,,,,,0,-83.50372248438612,32.697179517817425
I-16,WB,14.10848422,14.10531376,2273,16.74,NC,NC,NC,NC,NC,,,,,0,-83.5037865557009,32.697232903938946
I-16,WB,14.10531376,14.10227588,2274,16.04,NC,NC,NC,NC,NC,,,,,0,-83.50383204143957,32.697270804682816
I-16,WB,14.10227588,14.09808649,2275,22.12,NC,NC,NC,NC,NC,,,,,0,-83.50387562514317,32.697307121089594
I-16,WB,14.09808649,14.09387815,2276,22.22,NC,NC,NC,NC,NC,,,,,0,-83.50393572934814,32.69735720414561
I-16,WB,14.09387815,14.09062626,2277,17.17,NC,NC,NC,NC,NC,,,,,0,-83.50399610526635,32.69740751459254
I-16,WB,14.09062626,14.08766792,2278,15.62,NC,NC,NC,NC,NC,,,,,0,-83.50404275938108,32.69744639152133
I-16,WB,14.08766792,14.08338572,2279,22.61,NC,NC,NC,T2,T2,,,,,0,-83.50408520185177,32.697481759393554
I-16,WB,14.08338572,14.07902777,2280,23.01,NC,NC,NC,NC,NC,,,,,0,-83.5041466374591,32.69753295535136
I-16,WB,14.07902777,14.07578724,2281,17.11,NC,NC,NC,NC,NC,,,,,0,-83.50420915993543,32.69758505807279
I-16,WB,14.07578724,14.07279292,2282,15.81,NC,NC,T2,T2,T2,,,,,0,-83.50425565100359,32.69762380180872
I-16,WB,14.07279292,14.06858648,2283,22.21,T1,T2,T2,SS,SS,,,,,0,-83.50429860972578,32.69765960235398
I-16,WB,14.06858648,14.06411867,2284,23.59,NC,NC,NC,NC,NC,,,,,0,-83.50435895843827,32.6977098960456
I-16,WB,14.06411867,14.060952,2285,16.72,NC,NC,NC,NC,NC,,,,,0,-83.504423056862,32.697763315767006
I-16,WB,14.060952,14.05795769,2286,15.81,NC,NC,NC,NC,NC,,,,,0,-83.50446848821223,32.69780117900165
I-16,WB,14.05795769,14.05367928,2287,22.59,NC,NC,NC,NC,NC,,,,,0,-83.50451144692022,32.69783698201088
I-16,WB,14.05367928,14.04934783,2288,22.87,NC,NC,NC,NC,NC,,,,,0,-83.50457282814327,32.697888139728256
I-16,WB,14.04934783,14.04607321,2289,17.29,NC,NC,NC,NC,NC,,,,,0,-83.5046349701723,32.69793993257466
I-16,WB,14.04607321,14.04305427,2290,15.94,T2,T2,T2,T2,T2,,,,,0,-83.50468195030302,32.697979089298556
I-16,WB,14.04305427,14.03888003,2291,22.04,T2,T2,T2,T2,T2,,,,,0,-83.50472526223076,32.69801518920256
I-16,WB,14.03888003,14.03444442,2292,23.42,NC,NC,NC,NC,NC,,,,,0,-83.50478514898181,32.6980651048293
I-16,WB,14.03444442,14.03122283,2293,17.01,NC,NC,NC,NC,NC,,,,,0,-83.50484878544162,32.698118146906815
I-16,WB,14.03122283,14.02825313,2294,15.68,NC,NC,NC,NC,NC,,,,,0,-83.50489500474507,32.69815667218403
I-16,WB,14.02825313,14.0239823,2295,22.55,NC,NC,NC,NC,NC,,,,,0,-83.50493761019052,32.69819218571092
I-16,WB,14.0239823,14.01950313,2296,23.65,NC,NC,NC,NC,NC,,,,,0,-83.50499888268531,32.69824325990901
I-16,WB,14.01950313,14.01640464,2297,16.36,NC,NC,NC,T2,T2,,,,,0,-83.50506314407598,32.698296826624826
I-16,WB,14.01640464,14.01332699,2298,16.25,NC,NC,NC,NC,NC,,,,,0,-83.50510759719477,32.698333882318934
I-16,WB,14.01332699,14.0091357,2299,22.13,NC,NC,NC,NC,NC,,,,,0,-83.5051517514203,32.69837068939301
I-16,WB,14.0091357,14.00471524,2300,23.34,NC,NC,NC,NC,NC,,,,,0,-83.50521188267766,32.698420815810344
I-16,WB,14.00471524,14.0015107,2301,16.92,NC,NC,NC,NC,NC,,,,,0,-83.50527530172015,32.69847368405025
I-16,WB,14.0015107,13.99851448,2302,15.82,NC,NC,NC,NC,NC,,,,,0,-83.50532127644613,32.69851201081864
I-16,WB,13.99851448,13.99427585,2303,22.38,NC,NC,NC,NC,NC,,,,,0,-83.50536426226843,32.69854784641663
I-16,WB,13.99427585,13.98983266,2304,23.46,NC,NC,T1,T2,T2,,,,,0,-83.50542507280102,32.69859854263413
I-16,WB,13.98983266,13.98689327,2305,15.52,NC,NC,NC,NC,NC,,,,,0,-83.50548881788383,32.69865168640079
I-16,WB,13.98689327,13.9826944,2306,22.17,NC,NC,NC,NC,NC,,,,,0,-83.50553098854026,32.698686844362314
I-16,WB,13.9826944,13.97824933,2307,23.47,NC,NC,NC,NC,NC,,,,,0,-83.50559122844865,32.69873706761981
I-16,WB,13.97824933,13.97496902,2308,17.32,NC,NC,NC,NC,NC,,,,,0,-83.50565500068637,32.69879023693983
I-16,WB,13.97496902,13.97202205,2309,15.56,NC,NC,NC,NC,NC,,,,,0,-83.50570206225679,32.698829474672394
I-16,WB,13.97202205,13.96781751,2310,22.2,NC,NC,NC,NC,NC,,,,,0,-83.50574434158604,32.69886472571925
I-16,WB,13.96781751,13.96340652,2311,23.29,NC,NC,NC,NC,NC,,,,,0,-83.50580466298923,32.698915020469066
I-16,WB,13.96340652,13.96021712,2312,16.84,NC,NC,NC,NC,NC,,,,,0,-83.50586794611272,32.698967785719724
I-16,WB,13.96021712,13.95717356,2313,16.07,NC,NC,NC,NC,NC,,,,,0,-83.50591370342073,32.699005938704126
I-16,WB,13.95717356,13.95292167,2314,22.45,NC,NC,NC,NC,NC,,,,,0,-83.50595736849712,32.6990423477028
I-16,WB,13.95292167,13.94839326,2315,23.91,NC,NC,NC,NC,NC,,,,,0,-83.5060183691744,32.699093212419854
I-16,WB,13.94839326,13.94527204,2316,16.48,NC,NC,NC,NC,NC,,,,,0,-83.50608333692696,32.69914738617066
I-16,WB,13.94527204,13.94224553,2317,15.98,NC,NC,NC,NC,NC,,,,,0,-83.50612811603463,32.69918472619138
I-16,WB,13.94224553,13.93795386,2318,22.66,NC,NC,NC,NC,NC,,,,,0,-83.50617153654973,32.69922093385411
I-16,WB,13.93795386,13.93363946,2319,22.78,NC,NC,NC,NC,NC,,,,,0,-83.50623310781319,32.699272278019656
I-16,WB,13.93363946,13.93035158,2320,17.36,NC,NC,NC,NC,NC,,,,,0,-83.50629500513179,32.69932389514804
I-16,WB,13.93035158,13.92732507,2321,15.98,NC,NC,NC,NC,NC,,,,,0,-83.50634217534044,32.69936323183911
I-16,WB,13.92732507,13.92304666,2322,22.59,NC,NC,NC,NC,NC,,,,,0,-83.5063855958403,32.69939944208463
I-16,WB,13.92304666,13.91870196,2323,22.94,NC,NC,NC,NC,NC,,,,,0,-83.50644697687967,32.6994506312944
I-16,WB,13.91870196,13.91545764,2324,17.13,NC,NC,NC,NC,NC,,,,,0,-83.50650930892479,32.69950261468432
I-16,WB,13.91545764,13.91245575,2325,15.85,NC,NC,NC,NC,NC,,,,,0,-83.50655585416604,32.69954143299002
I-16,WB,13.91245575,13.9081887,2326,22.53,NC,NC,NC,NC,NC,,,,,0,-83.50659892141755,32.699577351229166
I-16,WB,13.9081887,13.90380233,2327,23.16,NC,NC,NC,NC,NC,,,,,0,-83.50666013940459,32.69962840813152
I-16,WB,13.90380233,13.90055801,2328,17.13,NC,NC,NC,NC,NC,,,,,0,-83.50672306920632,32.69968089382006
I-16,WB,13.90055801,13.89754097,2329,15.93,NC,NC,NC,NC,NC,,,,,0,-83.50676961443094,32.69971971492074
I-16,WB,13.89754097,13.89334589,2330,22.15,NC,NC,NC,T1,T2,,,,,0,-83.50681289904108,32.69975581705501
I-16,WB,13.89334589,13.88899172,2331,22.99,NC,NC,NC,NC,NC,,,,,0,-83.50687308447944,32.69980601643172
I-16,WB,13.88899172,13.88577013,2332,17.01,NC,NC,NC,NC,NC,,,,,0,-83.50693555233877,32.69985812061475
I-16,WB,13.88577013,13.88274551,2333,15.97,NC,NC,NC,NC,NC,,,,,0,-83.50698177148564,32.699896672541016
I-16,WB,13.88274551,13.87853717,2334,22.22,NC,NC,NC,NC,NC,,,,,0,-83.50702516476716,32.69993286793763
