Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR
I-16,WB,16.24938074,16.24632202,1657,16.15,NC,NC,NC,NC,NC,,,,
I-16,WB,16.24632202,16.24216482,1658,21.95,NC,T1,T2,T2,T2,,,,
I-16,WB,16.24216482,16.2377974,1659,23.06,NC,NC,NC,NC,NC,,,,
I-16,WB,16.2377974,16.23457012,1660,17.04,NC,NC,NC,NC,NC,,,,
I-16,WB,16.23457012,16.23150194,1661,16.2,NC,NC,NC,NC,NC,,,,
I-16,WB,16.23150194,16.22732202,1662,22.07,NC,NC,NC,NC,NC,,,,
I-16,WB,16.22732202,16.22297921,1663,22.93,NC,NC,NC,NC,NC,,,,
I-16,WB,16.22297921,16.21977467,1664,16.92,SS,SS,SS,SS,SS,,,,
I-16,WB,16.21977467,16.21678035,1665,15.81,SS,SS,SS,SS,SS,,,,
I-16,WB,16.21678035,16.21257959,1666,22.18,NC,T2,T2,T2,T2,,,,
I-16,WB,16.21257959,16.20832769,1667,22.45,NC,NC,NC,NC,NC,,,,
I-16,WB,16.20832769,16.20508337,1668,17.13,NC,NC,NC,NC,NC,,,,
I-16,WB,16.20508337,16.20204928,1669,16.02,NC,NC,NC,NC,NC,,,,
I-16,WB,16.20204928,16.19790534,1670,21.88,NC,NC,NC,NC,NC,,,,
I-16,WB,16.19790534,16.1935417,1671,23.04,NC,NC,NC,NC,NC,,,,
I-16,WB,16.1935417,16.19031253,1672,17.05,NC,T2,T2,SS,SS,,,,
I-16,WB,16.19031253,16.18731822,1673,15.81,SS,SS,SS,SS,NC,,,1,
I-16,WB,16.18731822,16.18316291,1674,21.94,SS,SS,SS,SS,SS,,,,
I-16,WB,16.18316291,16.17876518,1675,23.22,T2,T2,T2,T2,T2,,,,
I-16,WB,16.17876518,16.17553223,1676,17.07,NC,NC,NC,NC,NC,,,,
I-16,WB,16.17553223,16.17257579,1677,15.61,NC,NC,NC,NC,NC,,,,
I-16,WB,16.17257579,16.16839207,1678,22.09,SS,SS,SS,SS,NC,,,1,
I-16,WB,16.16839207,16.16394889,1679,23.46,SS,SS,SS,SS,SS,,,,
I-16,WB,16.16394889,16.16077654,1680,16.75,NC,NC,NC,L1,L2,,,,
I-16,WB,16.16077654,16.15773866,1681,16.04,NC,NC,NC,NC,NC,,,,
I-16,WB,16.15773866,16.15354548,1682,22.14,NC,NC,T1,T2,T2,,,,
I-16,WB,16.15354548,16.14919889,1683,22.95,L1,SS,SS,SS,SS,,,,
I-16,WB,16.14919889,16.14592237,1684,17.3,L2,L2,L2,L2,L2,,,,
I-16,WB,16.14592237,16.14300191,1685,15.42,NC,L1,L1,L2,SS,,,,
I-16,WB,16.14300191,16.13877843,1686,22.3,NC,NC,NC,NC,NC,,,,
I-16,WB,16.13877843,16.13442047,1687,23.01,NC,NC,NC,NC,NC,,,,
I-16,WB,16.13442047,16.13115532,1688,17.24,NC,NC,NC,NC,NC,,,,
I-16,WB,16.13115532,16.12812312,1689,16.01,NC,NC,NC,NC,NC,,,,
I-16,WB,16.12812312,16.12395645,1690,22,NC,NC,NC,NC,NC,,,,
I-16,WB,16.12395645,16.11998675,1691,20.96,SS,SS,SS,SS,SS,,,,
I-16,WB,16.11998675,16.1177216,1692,11.96,NC,NC,NC,NC,NC,,,,
I-16,WB,16.1177216,16.11547918,1693,11.84,NC,NC,NC,NC,NC,,,,
I-16,WB,16.11547918,16.11323675,1694,11.84,NC,NC,NC,NC,NC,,,,
I-16,WB,16.11323675,16.1114091,1695,9.65,NC,NC,T1,T1,SS,,,,
I-16,WB,16.1114091,16.10923486,1696,11.48,NC,NC,NC,NC,NC,,,,
I-16,WB,16.10923486,16.10486743,1697,23.06,NC,NC,NC,NC,NC,,,,
I-16,WB,16.10486743,16.10154167,1698,17.56,NC,NC,NC,CC,CC,,,,
I-16,WB,16.10154167,16.0985947,1699,15.56,NC,NC,NC,NC,NC,,,,
I-16,WB,16.0985947,16.09450569,1700,21.59,NC,NC,NC,NC,NC,,,,
I-16,WB,16.09450569,16.09007387,1701,23.4,SS,SS,SS,SS,SS,,,,
I-16,WB,16.09007387,16.08685227,1702,17.01,L2,L2,L2,L2,L2,,,,
I-16,WB,16.08685227,16.08388447,1703,15.67,CC,SS,SS,SS,SS,,,,
I-16,WB,16.08388447,16.07968561,1704,22.17,NC,NC,NC,NC,NC,,,,
I-16,WB,16.07968561,16.07525947,1705,23.37,L2,SS,SS,SS,SS,,,,
I-16,WB,16.07525947,16.07213636,1706,16.49,L2,SS,SS,SS,SS,,,,
I-16,WB,16.07213636,16.06910795,1707,15.99,SS,SS,SS,SS,NC,,,1,
I-16,WB,16.06910795,16.06487689,1708,22.34,SS,SS,SS,SS,SS,,,,
I-16,WB,16.06487689,16.06049621,1709,23.13,NC,SS,SS,SS,SS,,,,
I-16,WB,16.06049621,16.05729545,1710,16.9,SS,SS,SS,SS,SS,,,,
I-16,WB,16.05729545,16.0558731,1711,7.51,NC,NC,NC,NC,NC,,,,
I-16,WB,16.0558731,16.05367423,1712,11.61,NC,NC,NC,NC,NC,,,,
I-16,WB,16.05367423,16.05010416,1713,18.85,NC,NC,NC,NC,NC,,,,
I-16,WB,16.05010416,16.04567044,1714,23.41,L2,SS,SS,SS,SS,,,,
I-16,WB,16.04567044,16.04248105,1715,16.84,SS,SS,SS,SS,SS,,,,
I-16,WB,16.04248105,16.03947537,1716,15.87,SS,SS,SS,SS,SS,,,,
I-16,WB,16.03947537,16.03533332,1717,21.87,SS,SS,SS,SS,SS,,,,
I-16,WB,16.03533332,16.03117801,1718,21.94,SS,SS,SS,SS,SS,,,,
I-16,WB,16.03117801,16.02926892,1719,10.08,NC,NC,NC,NC,NC,,,,
I-16,WB,16.02926892,16.02729733,1720,10.41,NC,NC,NC,L1,L2,,,,
I-16,WB,16.02729733,16.02508332,1721,11.69,SS,SS,SS,SS,SS,,,,
I-16,WB,16.02508332,16.02279733,1722,12.07,R,R,R,R,R,1,2016,1,
I-16,WB,16.02279733,16.02028028,1723,13.29,T2,T2,T2,T2,T2,,,,
I-16,WB,16.02028028,16.01673293,1724,18.73,SS,SS,SS,SS,SS,,,,
I-16,WB,16.01673293,16.01445452,1725,12.03,NC,NC,L1,SS,SS,,,,
I-16,WB,16.01445452,16.01219695,1726,11.92,NC,NC,NC,NC,NC,,,,
I-16,WB,16.01219695,16.0097121,1727,13.12,NC,NC,NC,NC,NC,,,,
I-16,WB,16.0097121,16.00743748,1728,12.01,NC,NC,NC,NC,NC,,,,
I-16,WB,16.00743748,16.00510414,1729,12.32,NC,NC,NC,NC,NC,,,,
I-16,WB,16.00510414,16.00260414,1730,13.2,SS,SS,SS,SS,SS,,,,
I-16,WB,16.00260414,16.0014621,1731,6.03,L2,L2,L2,L2,L2,,,,
I-16,WB,16.0014621,15.99824619,1732,16.98,T2,T2,T2,T2,T2,,,,
I-16,WB,15.99824619,15.99516475,1733,16.27,SS,SS,SS,SS,SS,,,,
I-16,WB,15.99516475,15.99250944,1734,14.02,SS,SS,SS,SS,SS,,,,
I-16,WB,15.99250944,15.99062686,1735,9.94,NC,NC,NC,NC,NC,,,,
I-16,WB,15.99062686,15.98852838,1736,11.08,NC,NC,NC,NC,NC,,,,
I-16,WB,15.98852838,15.9867102,1737,9.6,CC,CC,CC,CC,CC,,,,
I-16,WB,15.9867102,15.983303,1738,17.99,T2,T2,SS,SS,SS,,,,
I-16,WB,15.983303,15.98049239,1739,14.84,T1,T2,T2,T2,T2,,,,
I-16,WB,15.98049239,15.97634845,1740,21.88,T2,T2,T2,T2,T2,,,,
I-16,WB,15.97634845,15.9718655,1741,23.67,NC,NC,T1,T2,T2,,,,
I-16,WB,15.9718655,15.96918557,1742,14.15,NC,NC,NC,NC,NC,,,,
I-16,WB,15.96918557,15.96692421,1743,11.94,NC,NC,NC,NC,NC,,,,
I-16,WB,15.96692421,15.96516663,1744,9.28,NC,NC,NC,NC,NC,,,,
I-16,WB,15.96516663,15.9615511,1745,19.09,SS,SS,SS,SS,SS,,,,
I-16,WB,15.9615511,15.95775185,1746,20.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.95775185,15.95274996,1747,26.41,NC,NC,T2,T2,T2,,,,
I-16,WB,15.95274996,15.94856814,1748,22.08,T2,T2,T2,T2,T2,,,,
I-16,WB,15.94856814,15.94565147,1749,15.4,NC,NC,NC,NC,NC,,,,
I-16,WB,15.94565147,15.94231814,1750,17.6,NC,NC,NC,NC,NC,,,,
I-16,WB,15.94231814,15.93932192,1751,15.82,NC,NC,NC,NC,NC,,,,
I-16,WB,15.93932192,15.9357045,1752,19.1,L1,L1,L1,L1,L2,,,,
I-16,WB,15.9357045,15.93127836,1753,23.37,L2,SS,SS,SS,SS,,,,
I-16,WB,15.93127836,15.92809654,1754,16.8,NC,NC,NC,NC,NC,,,,
I-16,WB,15.92809654,15.9251401,1755,15.61,T2,T2,T2,T2,T2,,,,
I-16,WB,15.9251401,15.92096586,1756,22.04,T2,T2,T2,T2,T2,,,,
I-16,WB,15.92096586,15.91661927,1757,22.95,T2,T2,T2,T2,T2,,,,
I-16,WB,15.91661927,15.91341093,1758,16.94,NC,NC,NC,NC,NC,,,,
I-16,WB,15.91341093,15.91033517,1759,16.24,NC,NC,NC,NC,NC,,,,
I-16,WB,15.91033517,15.90627457,1760,21.44,NC,NC,NC,NC,NC,,,,
I-16,WB,15.90627457,15.90192987,1761,22.94,NC,NC,NC,L1,CC,,,,
I-16,WB,15.90192987,15.89874047,1762,16.84,NC,NC,NC,NC,NC,,,,
I-16,WB,15.89874047,15.89574236,1763,15.83,SS,SS,SS,SS,SS,,,,
I-16,WB,15.89574236,15.89155108,1764,22.13,SS,SS,SS,SS,SS,,,,
I-16,WB,15.89155108,15.8872632,1765,22.64,NC,NC,NC,L1,L1,,,,
I-16,WB,15.8872632,15.88408516,1766,16.78,L2,L2,L2,L2,L2,,,,
I-16,WB,15.88408516,15.88102456,1767,16.16,SS,SS,SS,SS,SS,,,,
I-16,WB,15.88102456,15.87690145,1768,21.77,SS,SS,SS,SS,SS,,,,
I-16,WB,15.87690145,15.87241849,1769,23.67,SS,SS,SS,SS,SS,,,,
I-16,WB,15.87241849,15.86930486,1770,16.44,T2,T2,T2,T2,T2,,,,
I-16,WB,15.86930486,15.86623099,1771,16.23,SS,SS,SS,SS,SS,,,,
I-16,WB,15.86623099,15.86213061,1772,21.65,T2,T2,T2,T2,T2,,,,
I-16,WB,15.86213061,15.85776508,1773,23.05,SS,SS,SS,SS,SS,,,,
I-16,WB,15.85776508,15.85456811,1774,16.88,NC,NC,T2,T2,T2,,,,
I-16,WB,15.85456811,15.85157947,1775,15.78,SS,SS,SS,SS,SS,,,,
I-16,WB,15.85157947,15.84734841,1776,22.34,R,R,R,R,R,1,2015,1,
I-16,WB,15.84734841,15.84308136,1777,22.53,NC,NC,NC,T1,T2,,,,
I-16,WB,15.84308136,15.83987113,1778,16.95,NC,NC,NC,NC,NC,,,,
I-16,WB,15.83987113,15.83679348,1779,16.25,NC,L1,L2,L2,L2,,,,
I-16,WB,15.83679348,15.83261734,1780,22.05,NC,NC,T2,T2,T2,,,,
I-16,WB,15.83261734,15.82824234,1781,23.1,NC,NC,NC,NC,NC,,,,
I-16,WB,15.82824234,15.82505863,1782,16.81,NC,NC,NC,NC,NC,,,,
I-16,WB,15.82505863,15.8220681,1783,15.79,NC,NC,NC,NC,NC,,,,
I-16,WB,15.8220681,15.81823476,1784,20.24,NC,NC,NC,NC,NC,,,,
I-16,WB,15.81823476,15.81595446,1785,12.04,NC,NC,NC,NC,NC,,,,
I-16,WB,15.81595446,15.81369688,1786,11.92,NC,NC,NC,NC,NC,,,,
I-16,WB,15.81369688,15.81138249,1787,12.22,NC,NC,NC,NC,NC,,,,
I-16,WB,15.81138249,15.80964953,1788,9.15,NC,L1,SS,SS,SS,,,,
I-16,WB,15.80964953,15.80693362,1789,14.34,NC,NC,NC,NC,NC,,,,
I-16,WB,15.80693362,15.80346203,1790,18.33,NC,NC,NC,NC,NC,,,,
I-16,WB,15.80346203,15.79892415,1791,23.96,T1,T1,T2,T2,T2,,,,
I-16,WB,15.79892415,15.79577832,1792,16.61,NC,NC,NC,NC,NC,,,,
I-16,WB,15.79577832,15.79269877,1793,16.26,NC,NC,NC,NC,NC,,,,
I-16,WB,15.79269877,15.78797528,1794,24.94,T2,T2,T2,T2,T2,,,,
I-16,WB,15.78797528,15.78395445,1795,21.23,NC,NC,NC,NC,NC,,,,
I-16,WB,15.78395445,15.78104346,1796,15.37,NC,NC,NC,NC,NC,,,,
I-16,WB,15.78104346,15.77735786,1797,19.46,T2,T2,T2,T2,T2,,,,
I-16,WB,15.77735786,15.77354725,1798,20.12,NC,NC,NC,NC,NC,,,,
I-16,WB,15.77354725,15.76972907,1799,20.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.76972907,15.76745066,1800,12.03,NC,NC,NC,L1,L2,,,,
I-16,WB,15.76745066,15.76513437,1801,12.23,NC,NC,L1,L2,L2,,,,
I-16,WB,15.76513437,15.76287111,1802,11.95,NC,NC,NC,NC,NC,,,,
I-16,WB,15.76287111,15.76058702,1803,12.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.76058702,15.7583124,1804,12.01,NC,NC,NC,NC,NC,,,,
I-16,WB,15.7583124,15.75598853,1805,12.27,NC,NC,NC,NC,NC,,,,
I-16,WB,15.75598853,15.75364573,1806,12.37,NC,NC,NC,L1,L1,,,,
I-16,WB,15.75364573,15.75156239,1807,11,NC,NC,NC,NC,NC,,,,
I-16,WB,15.75156239,15.7485605,1808,15.85,NC,NC,NC,NC,NC,,,,
I-16,WB,15.7485605,15.74433323,1809,22.32,T2,T2,T2,T2,T2,,,,
I-16,WB,15.74433323,15.74224989,1810,11,NC,NC,NC,NC,NC,,,,
I-16,WB,15.74224989,15.73967035,1811,13.62,NC,NC,NC,L1,L2,,,,
I-16,WB,15.73967035,15.73805103,1812,8.55,NC,NC,NC,L2,L2,,,,
I-16,WB,15.73805103,15.73667224,1813,7.28,NC,NC,NC,NC,NC,,,,
I-16,WB,15.73667224,15.73372906,1814,15.54,NC,NC,NC,NC,NC,,,,
I-16,WB,15.73372906,15.72955671,1815,22.03,NC,NC,NC,NC,NC,,,,
I-16,WB,15.72955671,15.72517792,1816,23.12,NC,T1,T1,T2,T2,,,,
I-16,WB,15.72517792,15.72307186,1817,11.12,NC,NC,NC,NC,NC,,,,
I-16,WB,15.72307186,15.72121201,1818,9.82,NC,T1,T1,T1,T1,,,,
I-16,WB,15.72121201,15.71841844,1819,14.75,NC,NC,NC,NC,NC,,,,
I-16,WB,15.71841844,15.71648852,1820,10.19,NC,NC,NC,L1,L1,,,,
I-16,WB,15.71648852,15.71521958,1821,6.7,NC,NC,NC,NC,NC,,,,
I-16,WB,15.71521958,15.71242034,1822,14.78,NC,NC,NC,NC,NC,,,,
I-16,WB,15.71242034,15.71063814,1823,9.41,NC,NC,NC,NC,NC,,,,
I-16,WB,15.71063814,15.70728587,1824,17.7,NC,T2,T2,T2,T2,,,,
I-16,WB,15.70728587,15.70428018,1825,15.87,NC,NC,NC,NC,NC,,,,
I-16,WB,15.70428018,15.70009268,1826,22.11,T2,T2,T2,T2,T2,,,,
I-16,WB,15.70009268,15.69915139,1827,4.97,NC,NC,NC,NC,NC,,,,
I-16,WB,15.69915139,15.69722336,1828,10.18,L1,L1,L2,L2,L2,,,,
I-16,WB,15.69722336,15.69568169,1829,8.14,NC,NC,NC,NC,NC,,,,
I-16,WB,15.69568169,15.69202071,1830,19.33,NC,NC,NC,NC,NC,,,,
I-16,WB,15.69202071,15.68906427,1831,15.61,L2,L2,L2,L2,L2,,,,
I-16,WB,15.68906427,15.68546578,1832,19,L2,L2,L2,L2,L2,,,,
I-16,WB,15.68546578,15.68087487,1833,24.24,T2,T2,T2,T2,T2,,,,
I-16,WB,15.68087487,15.67767033,1834,16.92,T2,T2,T2,T2,T2,,,,
I-16,WB,15.67767033,15.67465517,1835,15.92,NC,NC,NC,NC,NC,,,,
I-16,WB,15.67465517,15.67041275,1836,22.4,T2,T2,T2,T2,T2,,,,
I-16,WB,15.67041275,15.6654582,1837,26.16,T2,T2,T2,T2,T2,,,,
I-16,WB,15.6654582,15.66264759,1838,14.84,NC,NC,NC,NC,NC,,,,
I-16,WB,15.66264759,15.65998661,1839,14.05,NC,NC,NC,NC,NC,,,,
I-16,WB,15.65998661,15.65555668,1840,23.39,T2,T2,T2,T2,T2,,,,
I-16,WB,15.65555668,15.65136729,1841,22.12,T2,T2,T2,T2,T2,,,,
I-16,WB,15.65136729,15.64924986,1842,11.18,NC,NC,NC,NC,NC,,,,
I-16,WB,15.64924986,15.64733509,1843,10.11,NC,NC,NC,NC,NC,,,,
I-16,WB,15.64733509,15.64462865,1844,14.29,NC,NC,NC,NC,NC,,,,
I-16,WB,15.64462865,15.64093357,1845,19.51,L2,L2,L2,L2,L2,,,,
I-16,WB,15.64093357,15.63854342,1846,12.62,NC,NC,NC,NC,NC,,,,
I-16,WB,15.63854342,15.63633319,1847,11.67,NC,NC,NC,NC,NC,,,,
I-16,WB,15.63633319,15.63311539,1848,16.99,NC,NC,NC,NC,NC,,,,
I-16,WB,15.63311539,15.63007372,1849,16.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.63007372,15.62709645,1850,15.72,NC,NC,NC,NC,NC,,,,
I-16,WB,15.62709645,15.6252972,1851,9.5,NC,NC,NC,NC,NC,,,,
I-16,WB,15.6252972,15.62159834,1852,19.53,SS,SS,SS,SS,SS,,,,
I-16,WB,15.62159834,15.61882561,1853,14.64,NC,NC,NC,NC,NC,,,,
I-16,WB,15.61882561,15.61767788,1854,6.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.61767788,15.61578584,1855,9.99,NC,NC,NC,NC,NC,,,,
I-16,WB,15.61578584,15.61463053,1856,6.1,NC,NC,NC,NC,NC,,,,
I-16,WB,15.61463053,15.61264568,1857,10.48,NC,NC,NC,NC,NC,,,,
I-16,WB,15.61264568,15.6111097,1858,8.11,NC,NC,NC,NC,NC,,,,
I-16,WB,15.6111097,15.60920629,1859,10.05,NC,NC,NC,NC,NC,,,,
I-16,WB,15.60920629,15.60671386,1860,13.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.60671386,15.60489379,1861,9.61,NC,NC,NC,NC,NC,,,,
I-16,WB,15.60489379,15.60349227,1862,7.4,NC,NC,NC,NC,NC,,,,
I-16,WB,15.60349227,15.60046197,1863,16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.60046197,15.5987328,1864,9.13,NC,NC,NC,NC,NC,,,,
I-16,WB,15.5987328,15.59563053,1865,16.38,NC,NC,NC,NC,NC,,,,
I-16,WB,15.59563053,15.59156613,1866,21.46,CC,SS,SS,SS,SS,,,,
I-16,WB,15.59156613,15.58828583,1867,17.32,NC,L1,L1,CC,CC,,,,
I-16,WB,15.58828583,15.58523658,1868,16.1,NC,NC,NC,NC,NC,,,,
I-16,WB,15.58523658,15.58103393,1869,22.19,NC,NC,NC,NC,NC,,,,
I-16,WB,15.58103393,15.57672143,1870,22.77,NC,NC,NC,NC,NC,,,,
I-16,WB,15.57672143,15.57343734,1871,17.34,NC,NC,NC,NC,NC,,,,
I-16,WB,15.57343734,15.57044681,1872,15.79,NC,NC,NC,NC,NC,,,,
I-16,WB,15.57044681,15.56615135,1873,22.68,NC,NC,NC,NC,NC,,,,
I-16,WB,15.56615135,15.56184264,1874,22.75,NC,NC,NC,NC,NC,,,,
I-16,WB,15.56184264,15.55863051,1875,16.96,NC,NC,NC,NC,NC,,,,
I-16,WB,15.55863051,15.55748847,1876,6.03,R,R,R,R,R,,,,
I-16,WB,15.55748847,15.55555286,1877,10.22,R,R,R,R,R,1,2015,1,
I-16,WB,15.55555286,15.55331991,1878,11.79,NC,NC,NC,NC,NC,,,,
I-16,WB,15.55331991,15.55136915,1879,10.3,NC,NC,CC,CC,CC,,,,
I-16,WB,15.55136915,15.54943165,1880,10.23,NC,NC,NC,NC,L2,,,,
I-16,WB,15.54943165,15.54704907,1881,12.58,SS,SS,SS,SS,SS,,,,
I-16,WB,15.54704907,15.54378202,1882,17.25,T2,T2,T2,T2,T2,,,,
I-16,WB,15.54378202,15.54080475,1883,15.72,CC,CC,CC,SS,SS,,,,
I-16,WB,15.54080475,15.53654528,1884,22.49,R,R,R,R,R,1,2015,1,
I-16,WB,15.53654528,15.53218922,1885,23,SS,SS,SS,SS,SS,,,,
I-16,WB,15.53218922,15.52897141,1886,16.99,NC,NC,NC,NC,NC,,,,
I-16,WB,15.52897141,15.52717028,1887,9.51,L2,L2,L2,L2,L2,,,,
I-16,WB,15.52717028,15.52536914,1888,9.51,NC,NC,NC,NC,NC,,,,
I-16,WB,15.52536914,15.52313808,1889,11.78,NC,NC,NC,NC,NC,,,,
I-16,WB,15.52313808,15.5216949,1890,7.62,L2,L2,L2,L2,L2,,,,
I-16,WB,15.5216949,15.51736724,1891,22.85,NC,T1,T2,T2,T2,,,,
I-16,WB,15.51736724,15.51408694,1892,17.32,T2,T2,T2,T2,T2,,,,
I-16,WB,15.51408694,15.51106421,1893,15.96,T2,T2,T2,T2,T2,,,,
I-16,WB,15.51106421,15.50688429,1894,22.07,SS,SS,SS,SS,SS,,,,
I-16,WB,15.50688429,15.50252065,1895,23.04,NC,NC,NC,NC,NC,,,,
I-16,WB,15.50252065,15.49926686,1896,17.18,L2,L2,L2,L2,L2,,,,
I-16,WB,15.49926686,15.49635209,1897,15.39,NC,NC,NC,NC,NC,,,,
I-16,WB,15.49635209,15.49208883,1898,22.51,NC,NC,NC,NC,NC,,,,
I-16,WB,15.49208883,15.48777064,1899,22.8,NC,NC,NC,NC,T1,,,1,
I-16,WB,15.48777064,15.48469299,1900,16.25,CC,CC,CC,CC,CC,,,,
I-16,WB,15.48469299,15.48141837,1901,17.29,T2,T2,T2,SS,SS,,,,
I-16,WB,15.48141837,15.47705094,1902,23.06,R,R,R,R,R,1,2015,1,
I-16,WB,15.47705094,15.47341079,1903,19.22,SS,NC,NC,NC,NC,,,1,
I-16,WB,15.47341079,15.47088996,1904,13.31,NC,SS,SS,SS,SS,,,,
I-16,WB,15.47088996,15.46670245,1905,22.11,NC,T2,T2,T2,T2,,,,
I-16,WB,15.46670245,15.46231609,1906,23.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.46231609,15.45807935,1907,22.37,T2,T2,T2,T2,T2,,,,
I-16,WB,15.45807935,15.45229336,1908,30.55,NC,NC,NC,NC,NC,,,,
I-16,WB,15.45229336,15.44255661,1909,51.41,NC,NC,NC,NC,NC,,,,
I-16,WB,15.44255661,15.42961911,1910,68.31,NC,NC,NC,NC,NC,,,,
I-16,WB,15.42961911,15.4206835,1911,47.18,NC,NC,NC,NC,NC,,,,
I-16,WB,15.4206835,15.41498842,1912,30.07,L2,L2,L2,L2,L2,,,,
I-16,WB,15.41498842,15.41156797,1913,18.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.41156797,15.40738425,1914,22.09,T2,T2,T2,T2,T2,,,,
I-16,WB,15.40738425,15.40302062,1915,23.04,T2,T2,T2,T2,T2,,,,
I-16,WB,15.40302062,15.40073084,1916,12.09,NC,L2,L2,L2,L2,,,,
I-16,WB,15.40073084,15.3973994,1917,17.59,L2,SS,SS,SS,SS,,,,
I-16,WB,15.3973994,15.39588046,1918,8.02,L2,L2,L2,L2,L2,,,,
I-16,WB,15.39588046,15.39441645,1919,7.73,T2,SS,SS,SS,SS,,,,
I-16,WB,15.39441645,15.39146569,1920,15.58,NC,NC,NC,NC,SS,,,,
I-16,WB,15.39146569,15.38688235,1921,24.2,SS,SS,SS,SS,SS,,,,
I-16,WB,15.38688235,15.38232932,1922,24.04,CC,CC,CC,CC,CC,,,,
I-16,WB,15.38232932,15.38014561,1923,11.53,NC,NC,NC,NC,NC,,,,
I-16,WB,15.38014561,15.37756606,1924,13.62,CC,NC,NC,NC,NC,,,1,
I-16,WB,15.37756606,15.37468727,1925,15.2,NC,NC,NC,NC,NC,,,,
I-16,WB,15.37468727,15.37166644,1926,15.95,SS,NC,NC,NC,NC,,,1,
I-16,WB,15.37166644,15.37034258,1927,6.99,T2,NC,NC,NC,NC,,,1,
I-16,WB,15.37034258,15.36753765,1928,14.81,SS,NC,NC,NC,NC,,,1,
I-16,WB,15.36753765,15.36526871,1929,11.98,SS,NC,NC,NC,NC,,,1,
I-16,WB,15.36526871,15.36335583,1930,10.1,CC,NC,NC,NC,NC,,,1,
I-16,WB,15.36335583,15.36113235,1931,11.74,NC,L2,L2,L2,L2,,,,
I-16,WB,15.36113235,15.35867969,1932,12.95,SS,SS,SS,SS,SS,,,,
I-16,WB,15.35867969,15.35685962,1933,9.61,T2,NC,NC,NC,NC,,,1,
I-16,WB,15.35685962,15.35266265,1934,22.16,R,R,R,R,R,1,2015,1,
I-16,WB,15.35266265,15.34831227,1935,22.97,NC,NC,NC,NC,NC,,,,
I-16,WB,15.34831227,15.34502439,1936,17.36,NC,NC,NC,T2,T2,,,,
I-16,WB,15.34502439,15.34202249,1937,15.85,NC,NC,NC,NC,NC,,,,
I-16,WB,15.34202249,15.3377687,1938,22.46,CC,CC,CC,CC,CC,,,,
I-16,WB,15.3377687,15.33335393,1939,23.31,T2,SS,SS,SS,SS,,,,
I-16,WB,15.33335393,15.33020809,1940,16.61,NC,NC,NC,NC,NC,,,,
I-16,WB,15.33020809,15.32879332,1941,7.47,L2,L2,L2,L2,L2,,,,
I-16,WB,15.32879332,15.32677438,1942,10.66,NC,NC,NC,NC,NC,,,,
I-16,WB,15.32677438,15.32293158,1943,20.29,NC,NC,NC,NC,NC,,,,
I-16,WB,15.32293158,15.31852059,1944,23.29,NC,NC,NC,NC,T2,,,,
I-16,WB,15.31852059,15.31527816,1945,17.12,NC,NC,NC,NC,NC,,,,
I-16,WB,15.31527816,15.31224407,1946,16.02,T2,T2,T2,T2,T2,,,,
I-16,WB,15.31224407,15.30805657,1947,22.11,SS,SS,SS,SS,SS,,,,
I-16,WB,15.30805657,15.30355846,1948,23.75,T2,T2,T2,T2,T2,,,,
I-16,WB,15.30355846,15.3004202,1949,16.57,SS,SS,SS,SS,SS,,,,
I-16,WB,15.3004202,15.29737854,1950,16.06,NC,NC,NC,NC,NC,,,,
I-16,WB,15.29737854,15.29319482,1951,22.09,NC,NC,NC,NC,NC,,,,
I-16,WB,15.29319482,15.28876869,1952,23.37,NC,NC,NC,NC,NC,,,,
I-16,WB,15.28876869,15.28550732,1953,17.22,NC,NC,NC,NC,NC,,,,
I-16,WB,15.28550732,15.2825433,1954,15.65,NC,NC,NC,NC,NC,,,,
I-16,WB,15.2825433,15.27831792,1955,22.31,NC,NC,NC,NC,NC,,,,
I-16,WB,15.27831792,15.27390126,1956,23.32,NC,NC,NC,NC,NC,,,,
I-16,WB,15.27390126,15.27067588,1957,17.03,NC,NC,NC,NC,NC,,,,
I-16,WB,15.27067588,15.26761527,1958,16.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.26761527,15.2634183,1959,22.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.2634183,15.2590433,1960,23.1,NC,NC,NC,NC,NC,,,,
I-16,WB,15.2590433,15.25642208,1961,13.84,NC,NC,NC,NC,NC,,,,
I-16,WB,15.25642208,15.25154708,1962,25.74,NC,NC,L1,L1,T2,,,,
I-16,WB,15.25154708,15.24720428,1963,22.93,NC,NC,NC,NC,NC,,,,
I-16,WB,15.24720428,15.24401488,1964,16.84,L1,L2,L2,L2,L2,,,,
I-16,WB,15.24401488,15.24092776,1965,16.3,L2,L2,L2,L2,L2,,,,
