Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR
I-16,WB,17.33929018,17.33489434,1348,23.21,NC,NC,NC,NC,NC,,,,
I-16,WB,17.33489434,17.33032237,1349,24.14,L2,L2,L2,L2,L2,,,,
I-16,WB,17.33032237,17.32726366,1350,16.15,NC,NC,NC,NC,NC,,,,
I-16,WB,17.32726366,17.32434699,1351,15.4,NC,NC,NC,NC,NC,,,,
I-16,WB,17.32434699,17.32005721,1352,22.65,NC,NC,NC,NC,NC,,,,
I-16,WB,17.32005721,17.31564244,1353,23.31,NC,NC,NC,NC,NC,,,,
I-16,WB,17.31564244,17.31258941,1354,16.12,NC,NC,NC,L1,L2,,,,
I-16,WB,17.31258941,17.30945494,1355,16.55,NC,NC,NC,NC,NC,,,,
I-16,WB,17.30945494,17.30741138,1356,10.79,NC,NC,NC,NC,NC,,,,
I-16,WB,17.30741138,17.30533183,1357,10.98,NC,NC,NC,NC,T1,,,,
I-16,WB,17.30533183,17.30322198,1358,11.14,L2,SS,SS,SS,SS,,,,
I-16,WB,17.30322198,17.30104774,1359,11.48,NC,NC,NC,NC,NC,,,,
I-16,WB,17.30104774,17.29780721,1360,17.11,NC,NC,NC,NC,NC,,,,
I-16,WB,17.29780721,17.29469736,1361,16.42,NC,L1,L2,L2,L2,,,,
I-16,WB,17.29469736,17.29061213,1362,21.57,L2,L2,L2,SS,SS,,,,
I-16,WB,17.29061213,17.28622387,1363,23.17,CC,CC,CC,CC,CC,,,,
I-16,WB,17.28622387,17.28296819,1364,17.19,L2,L2,L2,L2,L2,,,,
I-16,WB,17.28296819,17.28001364,1365,15.6,L1,L1,L2,L2,CC,,,,
I-16,WB,17.28001364,17.27585644,1366,21.95,NC,NC,NC,NC,NC,,,,
I-16,WB,17.27585644,17.27134129,1367,23.84,NC,NC,NC,NC,NC,,,,
I-16,WB,17.27134129,17.2682447,1368,16.35,NC,NC,NC,NC,NC,,,,
I-16,WB,17.2682447,17.26532614,1369,15.41,NC,NC,NC,NC,NC,,,,
I-16,WB,17.26532614,17.26091136,1370,23.31,NC,NC,NC,NC,NC,,,,
I-16,WB,17.26091136,17.25692083,1371,21.07,T2,T2,T2,T2,T2,,,,
I-16,WB,17.25692083,17.25351553,1372,17.98,NC,T2,T2,SS,SS,,,,
I-16,WB,17.25351553,17.25042272,1373,16.33,NC,NC,NC,NC,T1,,,,
I-16,WB,17.25042272,17.24635643,1374,21.47,NC,NC,NC,NC,NC,,,,
I-16,WB,17.24635643,17.2419928,1375,23.04,NC,NC,NC,T1,T2,,,,
I-16,WB,17.2419928,17.23866893,1376,17.55,L2,L2,SS,SS,SS,,,,
I-16,WB,17.23866893,17.23562537,1377,16.07,NC,NC,L2,SS,SS,,,,
I-16,WB,17.23562537,17.23154961,1378,21.52,NC,NC,NC,T1,SS,,,,
I-16,WB,17.23154961,17.22734317,1379,22.21,NC,NC,NC,NC,NC,,,,
I-16,WB,17.22734317,17.22404582,1380,17.41,L2,L2,L2,SS,SS,,,,
I-16,WB,17.22404582,17.22107802,1381,15.67,SS,SS,SS,SS,NC,,,1,
I-16,WB,17.22107802,17.21687347,1382,22.2,R,R,R,R,R,1,2018,1,
I-16,WB,17.21687347,17.21256854,1383,22.73,L1,L1,L2,L2,L2,,,,
I-16,WB,17.21256854,17.20930718,1384,17.22,NC,NC,NC,NC,NC,,,,
I-16,WB,17.20930718,17.20634127,1385,15.66,SS,SS,SS,SS,SS,,,,
I-16,WB,17.20634127,17.20211399,1386,22.32,NC,NC,NC,NC,T2,,,,
I-16,WB,17.20211399,17.19782233,1387,22.66,NC,NC,NC,L2,L2,,,,
I-16,WB,17.19782233,17.19452119,1388,17.43,SS,SS,SS,SS,SS,,,,
I-16,WB,17.19452119,17.19210831,1389,12.74,SS,SS,SS,SS,SS,,,,
I-16,WB,17.19210831,17.18991892,1390,11.56,SS,SS,SS,SS,SS,,,,
I-16,WB,17.18991892,17.18769732,1391,11.73,NC,NC,NC,NC,NC,,,,
I-16,WB,17.18769732,17.18541323,1392,12.06,SS,SS,SS,SS,SS,,,,
I-16,WB,17.18541323,17.18302687,1393,12.6,NC,NC,NC,SS,SS,,,,
I-16,WB,17.18302687,17.17979959,1394,17.04,NC,NC,NC,T1,CC,,,,
I-16,WB,17.17979959,17.17683368,1395,15.66,NC,NC,NC,NC,NC,,,,
I-16,WB,17.17683368,17.17263103,1396,22.19,NC,NC,NC,NC,NC,,,,
I-16,WB,17.17263103,17.16821247,1397,23.33,NC,NC,NC,NC,NC,,,,
I-16,WB,17.16821247,17.16505527,1398,16.67,NC,NC,NC,NC,NC,,,,
I-16,WB,17.16505527,17.16200982,1399,16.08,NC,NC,NC,NC,NC,,,,
I-16,WB,17.16200982,17.15780906,1400,22.18,NC,NC,NC,NC,NC,,,,
I-16,WB,17.15780906,17.1534814,1401,22.85,NC,NC,NC,NC,NC,,,,
I-16,WB,17.1534814,17.15027118,1402,16.95,NC,NC,NC,NC,NC,,,,
I-16,WB,17.15027118,17.14726549,1403,15.87,L1,L1,L1,L1,L1,,,,
I-16,WB,17.14726549,17.14304769,1404,22.27,NC,NC,NC,NC,NC,,,,
I-16,WB,17.14304769,17.13863481,1405,23.3,NC,NC,NC,NC,NC,,,,
I-16,WB,17.13863481,17.13547382,1406,16.69,NC,NC,NC,NC,NC,,,,
I-16,WB,17.13547382,17.13247193,1407,15.85,NC,NC,NC,NC,NC,,,,
I-16,WB,17.13247193,17.12826359,1408,22.22,T2,SS,SS,SS,SS,,,,
I-16,WB,17.12826359,17.12390564,1409,23.01,NC,NC,T1,T1,T2,,,,
I-16,WB,17.12390564,17.1207295,1410,16.77,NC,NC,NC,NC,NC,,,,
I-16,WB,17.1207295,17.11770298,1411,15.98,NC,NC,NC,NC,NC,,,,
I-16,WB,17.11770298,17.1135401,1412,21.98,NC,NC,NC,NC,NC,,,,
I-16,WB,17.1135401,17.1091954,1413,22.94,NC,NC,NC,NC,NC,,,,
I-16,WB,17.1091954,17.10604768,1414,16.62,NC,NC,L2,L2,L2,,,,
I-16,WB,17.10604768,17.10302874,1415,15.94,NC,L2,L2,L2,L2,,,,
I-16,WB,17.10302874,17.09883366,1416,22.15,L2,L2,L2,SS,SS,,,,
I-16,WB,17.09883366,17.09446623,1417,23.06,NC,NC,NC,T1,T1,,,,
I-16,WB,17.09446623,17.09124275,1418,17.02,NC,NC,NC,NC,NC,,,,
I-16,WB,17.09124275,17.089256,1419,10.49,L2,L2,L2,L2,L2,,,,
I-16,WB,17.089256,17.08787532,1420,7.29,NC,NC,NC,L1,L2,,,,
I-16,WB,17.08787532,17.08446812,1421,17.99,NC,T1,T1,T2,SS,,,,
I-16,WB,17.08446812,17.08217456,1422,12.11,T2,T2,T2,T2,T2,,,,
I-16,WB,17.08217456,17.07934691,1423,14.93,T2,T2,T2,T2,T2,,,,
I-16,WB,17.07934691,17.07640183,1424,15.55,NC,NC,NC,NC,NC,,,,
I-16,WB,17.07640183,17.07275221,1425,19.27,SS,SS,SS,SS,SS,,,,
I-16,WB,17.07275221,17.07040751,1426,12.38,CC,CC,CC,CC,SS,,,,
I-16,WB,17.07040751,17.0680666,1427,12.36,R,R,R,R,R,1,2018,,
I-16,WB,17.0680666,17.06614804,1428,10.13,R,R,R,R,R,,,,
I-16,WB,17.06614804,17.06391698,1429,11.78,L1,L2,L2,L2,SS,,,,
I-16,WB,17.06391698,17.06165183,1430,11.96,NC,NC,NC,NC,NC,,,,
I-16,WB,17.06165183,17.05852683,1431,16.5,T2,T2,T2,T2,T2,,,,
I-16,WB,17.05852683,17.05451168,1432,21.2,SS,SS,SS,SS,SS,,,,
I-16,WB,17.05451168,17.05015751,1433,22.99,NC,NC,NC,NC,L1,,,,
I-16,WB,17.05015751,17.04696811,1434,16.84,NC,NC,NC,NC,NC,,,,
I-16,WB,17.04696811,17.0439416,1435,15.98,NC,NC,NC,NC,NC,,,,
I-16,WB,17.0439416,17.04012341,1436,20.16,NC,NC,T2,T2,T2,,,,
I-16,WB,17.04012341,17.03783743,1437,12.07,NC,NC,NC,NC,NC,,,,
I-16,WB,17.03783743,17.03593402,1438,10.05,NC,NC,NC,NC,NC,,,,
I-16,WB,17.03593402,17.0336878,1439,11.86,NC,NC,NC,NC,NC,,,,
I-16,WB,17.0336878,17.03183743,1440,9.77,NC,NC,NC,NC,NC,,,,
I-16,WB,17.03183743,17.02914992,1441,14.19,NC,NC,NC,NC,NC,,,,
I-16,WB,17.02914992,17.02495864,1442,22.13,NC,NC,NC,L1,SS,,,,
I-16,WB,17.02495864,17.02060636,1443,22.98,NC,NC,NC,NC,NC,,,,
I-16,WB,17.02060636,17.01740181,1444,16.92,SS,SS,SS,SS,SS,,,,
I-16,WB,17.01740181,17.01437909,1445,15.96,NC,NC,NC,NC,NC,,,,
I-16,WB,17.01437909,17.01026924,1446,21.7,NC,NC,L1,L1,L1,,,,
I-16,WB,17.01026924,17.00587908,1447,23.18,NC,NC,T1,T2,T2,,,,
I-16,WB,17.00587908,17.00265749,1448,17.01,NC,NC,NC,NC,NC,,,,
I-16,WB,17.00265749,16.99960635,1449,16.11,NC,NC,NC,NC,NC,,,,
I-16,WB,16.99960635,16.9954662,1450,21.86,NC,NC,NC,NC,NC,,,,
I-16,WB,16.9954662,16.99110635,1451,23.02,NC,NC,NC,NC,NC,,,,
I-16,WB,16.99110635,16.98786961,1452,17.09,NC,NC,NC,NC,NC,,,,
I-16,WB,16.98786961,16.9848412,1453,15.99,NC,NC,NC,NC,NC,,,,
I-16,WB,16.9848412,16.98063476,1454,22.21,NC,NC,NC,NC,NC,,,,
I-16,WB,16.98063476,16.97625218,1455,23.14,NC,NC,NC,NC,NC,,,,
I-16,WB,16.97625218,16.97301922,1456,17.07,NC,NC,L1,L1,L1,,,,
I-16,WB,16.97301922,16.97003438,1457,15.76,L2,L2,L2,L2,L2,,,,
I-16,WB,16.97003438,16.96585445,1458,22.07,L2,SS,SS,SS,SS,,,,
I-16,WB,16.96585445,16.96144346,1459,23.29,T2,T2,T2,T2,T2,,,,
I-16,WB,16.96144346,16.95821808,1460,17.03,NC,NC,NC,NC,NC,,,,
I-16,WB,16.95821808,16.9552124,1461,15.87,NC,NC,NC,NC,NC,,,,
I-16,WB,16.9552124,16.95102679,1462,22.1,NC,NC,NC,NC,NC,,,,
I-16,WB,16.95102679,16.94663664,1463,23.18,T2,T2,T2,T2,T2,,,,
I-16,WB,16.94663664,16.94341315,1464,17.02,NC,NC,NC,NC,NC,,,,
I-16,WB,16.94341315,16.94040558,1465,15.88,CC,CC,CC,CC,CC,,,,
I-16,WB,16.94040558,16.93614232,1466,22.51,NC,NC,NC,NC,NC,,,,
I-16,WB,16.93614232,16.93169156,1467,23.5,NC,NC,T1,T2,T2,,,,
I-16,WB,16.93169156,16.92840747,1468,17.34,L1,L1,L1,T1,T2,,,,
I-16,WB,16.92840747,16.92531845,1469,16.31,SS,SS,SS,SS,SS,,,,
I-16,WB,16.92531845,16.92116315,1470,21.94,CC,CC,CC,CC,CC,,,,
I-16,WB,16.92116315,16.91701921,1471,21.88,NC,NC,NC,NC,NC,,,,
I-16,WB,16.91701921,16.91259875,1472,23.34,NC,NC,L1,L1,CC,,,,
I-16,WB,16.91259875,16.90938095,1473,16.99,NC,NC,T2,T2,T2,,,,
I-16,WB,16.90938095,16.90635254,1474,15.99,SS,SS,SS,SS,SS,,,,
I-16,WB,16.90635254,16.90219344,1475,21.96,SS,SS,SS,SS,SS,,,,
I-16,WB,16.90219344,16.89776541,1476,23.38,CC,CC,CC,CC,CC,,,,
I-16,WB,16.89776541,16.89446238,1477,17.44,SS,SS,SS,SS,SS,,,,
I-16,WB,16.89446238,16.8913942,1478,16.2,CC,CC,CC,SS,SS,,,,
I-16,WB,16.8913942,16.88714988,1479,22.41,NC,T2,T2,T2,CC,,,,
I-16,WB,16.88714988,16.88267071,1480,23.65,SS,SS,SS,SS,SS,,,,
I-16,WB,16.88267071,16.87933927,1481,17.59,SS,SS,SS,SS,SS,,,,
I-16,WB,16.87933927,16.87641124,1482,15.46,SS,SS,SS,SS,SS,,,,
I-16,WB,16.87641124,16.87391124,1483,13.2,SS,SS,SS,SS,SS,,,,
I-16,WB,16.87391124,16.87219722,1484,9.05,L2,SS,SS,SS,SS,,,,
I-16,WB,16.87219722,16.86787525,1485,22.82,T1,T2,T2,T2,T2,,,,
I-16,WB,16.86787525,16.86457411,1486,17.43,L2,L2,L2,L2,L2,,,,
I-16,WB,16.86457411,16.86141692,1487,16.67,L2,L2,L2,L2,L2,,,,
I-16,WB,16.86141692,16.8572332,1488,22.09,NC,NC,L2,L2,L2,,,,
I-16,WB,16.8572332,16.85274457,1489,23.7,NC,NC,NC,NC,NC,,,,
I-16,WB,16.85274457,16.84947562,1490,17.26,NC,NC,NC,NC,NC,,,,
I-16,WB,16.84947562,16.84643964,1491,16.03,NC,NC,NC,NC,NC,,,,
I-16,WB,16.84643964,16.84229191,1492,21.9,NC,NC,NC,NC,NC,,,,
I-16,WB,16.84229191,16.8377957,1493,23.74,NC,NC,NC,NC,NC,,,,
I-16,WB,16.8377957,16.83447751,1494,17.52,NC,NC,NC,NC,NC,,,,
I-16,WB,16.83447751,16.83135251,1495,16.5,NC,NC,NC,NC,NC,,,,
I-16,WB,16.83135251,16.82715365,1496,22.17,T2,T2,T2,T2,T2,,,,
I-16,WB,16.82715365,16.82271804,1497,23.42,T1,T2,T2,T2,T2,,,,
I-16,WB,16.82271804,16.82139418,1498,6.99,NC,NC,NC,NC,NC,,,,
I-16,WB,16.82139418,16.8193241,1499,10.93,NC,NC,NC,NC,NC,,,,
I-16,WB,16.8193241,16.81610819,1500,16.98,NC,NC,NC,NC,NC,,,,
I-16,WB,16.81610819,16.8120097,1501,21.64,NC,NC,NC,NC,NC,,,,
I-16,WB,16.8120097,16.80760061,1502,23.28,NC,NC,NC,NC,NC,,,,
I-16,WB,16.80760061,16.80497372,1503,13.87,NC,NC,NC,NC,NC,,,,
I-16,WB,16.80497372,16.80010629,1504,25.7,NC,NC,NC,NC,NC,,,,
I-16,WB,16.80010629,16.79566311,1505,23.46,NC,NC,NC,NC,NC,,,,
I-16,WB,16.79566311,16.79251727,1506,16.61,NC,NC,NC,L1,L1,,,,
I-16,WB,16.79251727,16.78940364,1507,16.44,NC,NC,NC,NC,NC,,,,
I-16,WB,16.78940364,16.7853203,1508,21.56,NC,NC,NC,NC,NC,,,,
I-16,WB,16.7853203,16.78099075,1509,22.86,L1,L2,L2,L2,SS,,,,
I-16,WB,16.78099075,16.77774265,1510,17.15,NC,NC,T1,T1,T1,,,,
I-16,WB,16.77774265,16.77479946,1511,15.54,NC,NC,NC,NC,NC,,,,
I-16,WB,16.77479946,16.77062522,1512,22.04,NC,NC,NC,T2,T2,,,,
I-16,WB,16.77062522,16.76613469,1513,23.71,NC,NC,NC,NC,NC,,,,
I-16,WB,16.76613469,16.76292635,1514,16.94,NC,NC,NC,NC,NC,,,,
I-16,WB,16.76292635,16.75983544,1515,16.32,NC,NC,NC,NC,T2,,,,
I-16,WB,16.75983544,16.75569529,1516,21.86,NC,NC,NC,NC,NC,,,,
I-16,WB,16.75569529,16.75124074,1517,23.52,NC,NC,NC,T1,T2,,,,
I-16,WB,16.75124074,16.74690173,1518,22.91,T2,T2,T2,T2,T2,,,,
I-16,WB,16.74690173,16.74370476,1519,16.88,NC,NC,NC,NC,NC,,,,
I-16,WB,16.74370476,16.74068582,1520,15.94,NC,NC,NC,NC,NC,,,,
I-16,WB,16.74068582,16.73649074,1521,22.15,NC,NC,NC,NC,NC,,,,
I-16,WB,16.73649074,16.73212142,1522,23.07,NC,NC,NC,NC,NC,,,,
I-16,WB,16.73212142,16.72892824,1523,16.86,NC,NC,NC,NC,NC,,,,
I-16,WB,16.72892824,16.72588657,1524,16.06,NC,NC,NC,NC,NC,,,,
I-16,WB,16.72588657,16.72175399,1525,21.82,NC,NC,NC,NC,NC,,,,
I-16,WB,16.72175399,16.71741876,1526,22.89,NC,NC,NC,NC,NC,,,,
I-16,WB,16.71741876,16.71416308,1527,17.19,T1,T2,T2,T2,T2,,,,
I-16,WB,16.71416308,16.71118391,1528,15.73,NC,NC,NC,NC,NC,,,,
I-16,WB,16.71118391,16.70696611,1529,22.27,NC,T2,T2,T2,T2,,,,
I-16,WB,16.70696611,16.70255512,1530,23.29,NC,NC,NC,NC,NC,,,,
I-16,WB,16.70255512,16.69938656,1531,16.73,NC,NC,NC,T1,T2,,,,
I-16,WB,16.69938656,16.69635815,1532,15.99,L1,SS,SS,SS,SS,,,,
I-16,WB,16.69635815,16.69223315,1533,21.78,SS,SS,SS,SS,SS,,,,
I-16,WB,16.69223315,16.68784868,1534,23.15,NC,T2,T2,T2,CC,,,,
I-16,WB,16.68784868,16.68472178,1535,16.51,SS,SS,SS,SS,SS,,,,
I-16,WB,16.68472178,16.68161762,1536,16.39,NC,NC,NC,NC,NC,,,,
I-16,WB,16.68161762,16.67746989,1537,21.9,NC,NC,NC,NC,NC,,,,
I-16,WB,16.67746989,16.67305511,1538,23.31,L1,L1,L1,L2,CC,,,,
I-16,WB,16.67305511,16.66981837,1539,17.09,NC,NC,NC,NC,NC,,,,
I-16,WB,16.66981837,16.66684299,1540,15.71,L1,L1,L1,L1,L1,,,,
I-16,WB,16.66684299,16.66267443,1541,22.01,L2,L2,L2,L2,L2,,,,
I-16,WB,16.66267443,16.658307,1542,23.06,NC,NC,NC,NC,NC,,,,
I-16,WB,16.658307,16.6550892,1543,16.99,NC,NC,NC,NC,NC,,,,
I-16,WB,16.6550892,16.65205889,1544,16,NC,NC,NC,T1,T1,,,,
I-16,WB,16.65205889,16.64793011,1545,21.8,SS,SS,SS,SS,SS,,,,
I-16,WB,16.64793011,16.64355321,1546,23.11,T2,T2,T2,T2,T2,,,,
I-16,WB,16.64355321,16.64032025,1547,17.07,R,R,R,R,R,1,2015,1,
I-16,WB,16.64032025,16.63728616,1548,16.02,NC,NC,NC,NC,NC,,,,
I-16,WB,16.63728616,16.63313465,1549,21.92,NC,NC,NC,NC,NC,,,,
I-16,WB,16.63313465,16.62876343,1550,23.08,T2,T2,T2,T2,T2,,,,
I-16,WB,16.62876343,16.62557972,1551,16.81,NC,NC,T1,T2,T2,,,,
I-16,WB,16.62557972,16.62256078,1552,15.94,NC,NC,NC,NC,NC,,,,
I-16,WB,16.62256078,16.61839601,1553,21.99,SS,SS,SS,SS,SS,,,,
I-16,WB,16.61839601,16.61393767,1554,23.54,SS,SS,SS,SS,SS,,,,
I-16,WB,16.61393767,16.61136381,1555,13.59,NC,NC,NC,NC,NC,,,,
I-16,WB,16.61136381,16.60719146,1556,22.03,T2,T2,T2,T2,T2,,,,
I-16,WB,16.60719146,16.60472744,1557,13.01,T2,T2,T2,T2,T2,,,,
I-16,WB,16.60472744,16.60228994,1558,12.87,T2,T2,T2,T2,T2,,,,
I-16,WB,16.60228994,16.59985054,1559,12.88,T2,T2,SS,SS,SS,,,,
I-16,WB,16.59985054,16.59661001,1560,17.11,T2,T2,T2,T2,SS,,,,
I-16,WB,16.59661001,16.59548312,1561,5.95,NC,NC,L2,L2,L2,,,,
I-16,WB,16.59548312,16.59180698,1562,19.41,SS,SS,SS,SS,SS,,,,
I-16,WB,16.59180698,16.58763084,1563,22.05,SS,SS,SS,SS,SS,,,,
I-16,WB,16.58763084,16.58465736,1564,15.7,T2,SS,SS,SS,SS,,,,
I-16,WB,16.58465736,16.58050963,1565,21.9,L1,T1,CC,CC,CC,,,,
I-16,WB,16.58050963,16.57612705,1566,23.14,SS,SS,SS,SS,SS,,,,
I-16,WB,16.57612705,16.57293387,1567,16.86,T2,CC,CC,CC,SS,,,,
I-16,WB,16.57293387,16.56989599,1568,16.04,T2,T2,T2,T2,T2,,,,
I-16,WB,16.56989599,16.56816682,1569,9.13,L2,L2,L2,L2,L2,,,,
I-16,WB,16.56816682,16.56534106,1570,14.92,T2,T2,T2,T2,SS,,,,
I-16,WB,16.56534106,16.56251531,1571,14.92,SS,SS,SS,SS,SS,,,,
I-16,WB,16.56251531,16.56136947,1572,6.05,L2,L2,L2,L2,L2,,,,
I-16,WB,16.56136947,16.55820091,1573,16.73,SS,SS,SS,SS,SS,,,,
I-16,WB,16.55820091,16.55631265,1574,9.97,NC,NC,NC,NC,NC,,,,
I-16,WB,16.55631265,16.55516492,1575,6.06,L2,L2,L2,L2,L2,,,,
I-16,WB,16.55516492,16.55281454,1576,12.41,R,R,R,R,R,1,2015,,
I-16,WB,16.55281454,16.55093765,1577,9.91,NC,NC,L1,L1,L2,,,,
I-16,WB,16.55093765,16.5494225,1578,8,L2,L2,L2,L2,L2,,,,
I-16,WB,16.5494225,16.54716492,1579,11.92,SS,SS,SS,SS,SS,,,,
I-16,WB,16.54716492,16.54440924,1580,14.55,T2,SS,SS,SS,SS,,,,
I-16,WB,16.54440924,16.54190734,1581,13.21,T2,T2,T2,T2,SS,,,,
I-16,WB,16.54190734,16.54041303,1582,7.89,CC,SS,SS,SS,SS,,,,
I-16,WB,16.54041303,16.53606265,1583,22.97,NC,NC,NC,NC,NC,,,,
I-16,WB,16.53606265,16.53254749,1584,18.56,NC,NC,NC,NC,NC,,,,
I-16,WB,16.53254749,16.53065545,1585,9.99,NC,NC,NC,NC,NC,,,,
I-16,WB,16.53065545,16.52885431,1586,9.51,NC,NC,NC,NC,NC,,,,
I-16,WB,16.52885431,16.52300582,1587,30.88,NC,NC,NC,NC,NC,,,,
I-16,WB,16.52300582,16.51542817,1588,40.01,NC,NC,NC,NC,NC,,,,
I-16,WB,16.51542817,16.507824,1589,40.15,NC,NC,NC,NC,NC,,,,
I-16,WB,16.507824,16.50025013,1590,39.99,NC,NC,NC,NC,NC,,,,
I-16,WB,16.50025013,16.49268006,1591,39.97,NC,NC,NC,NC,NC,,,,
I-16,WB,16.49268006,16.48511755,1592,39.93,NC,NC,NC,NC,NC,,,,
I-16,WB,16.48511755,16.47928043,1593,30.82,NC,NC,NC,NC,NC,,,,
I-16,WB,16.47928043,16.47752285,1594,9.28,NC,NC,NC,NC,NC,,,,
I-16,WB,16.47752285,16.47565543,1595,9.86,NC,NC,NC,NC,NC,,,,
I-16,WB,16.47565543,16.47165543,1596,21.12,NC,NC,NC,NC,NC,,,,
I-16,WB,16.47165543,16.46741679,1597,22.38,NC,NC,NC,NC,NC,,,,
I-16,WB,16.46741679,16.46399823,1598,18.05,NC,NC,NC,NC,NC,,,,
I-16,WB,16.46399823,16.4608202,1599,16.78,NC,NC,NC,NC,NC,,,,
I-16,WB,16.4608202,16.45705126,1600,19.9,NC,NC,NC,NC,NC,,,,
I-16,WB,16.45705126,16.45306262,1601,21.06,NC,NC,NC,NC,NC,,,,
I-16,WB,16.45306262,16.44894898,1602,21.72,NC,NC,NC,NC,NC,,,,
I-16,WB,16.44894898,16.4445986,1603,22.97,NC,NC,NC,NC,NC,,,,
I-16,WB,16.4445986,16.44130125,1604,17.41,NC,NC,NC,NC,NC,,,,
I-16,WB,16.44130125,16.43827852,1605,15.96,NC,NC,NC,NC,NC,,,,
I-16,WB,16.43827852,16.43421034,1606,21.48,NC,NC,NC,NC,NC,,,,
I-16,WB,16.43421034,16.42977094,1607,23.44,NC,NC,NC,NC,NC,,,,
I-16,WB,16.42977094,16.42649632,1608,17.29,NC,NC,NC,NC,NC,,,,
I-16,WB,16.42649632,16.42359291,1609,15.33,NC,NC,NC,NC,NC,,,,
I-16,WB,16.42359291,16.41931829,1610,22.57,SS,SS,SS,SS,SS,,,,
I-16,WB,16.41931829,16.41494708,1611,23.08,T2,T2,T2,T2,T2,,,,
I-16,WB,16.41494708,16.41178988,1612,16.67,NC,NC,NC,NC,NC,,,,
I-16,WB,16.41178988,16.40871223,1613,16.25,NC,NC,NC,NC,NC,,,,
I-16,WB,16.40871223,16.40455692,1614,21.94,T2,T2,T2,T2,T2,,,,
I-16,WB,16.40455692,16.40016677,1615,23.18,T2,T2,T2,T2,T2,,,,
I-16,WB,16.40016677,16.39697169,1616,16.87,NC,NC,NC,NC,NC,,,,
I-16,WB,16.39697169,16.39395275,1617,15.94,T2,SS,SS,SS,SS,,,,
I-16,WB,16.39395275,16.38976904,1618,22.09,T2,SS,SS,SS,SS,,,,
I-16,WB,16.38976904,16.38541487,1619,22.99,SS,SS,SS,SS,SS,,,,
I-16,WB,16.38541487,16.38216676,1620,17.15,NC,NC,NC,T2,SS,,,,
I-16,WB,16.38216676,16.37909669,1621,16.21,SS,SS,SS,SS,SS,,,,
I-16,WB,16.37909669,16.3749679,1622,21.8,SS,SS,SS,SS,SS,,,,
I-16,WB,16.3749679,16.37057774,1623,23.18,SS,SS,SS,SS,SS,,,,
I-16,WB,16.37057774,16.36735615,1624,17.01,SS,SS,SS,SS,SS,,,,
I-16,WB,16.36735615,16.36435047,1625,15.87,L1,SS,SS,SS,SS,,,,
I-16,WB,16.36435047,16.36019895,1626,21.92,NC,NC,NC,NC,NC,,,,
I-16,WB,16.36019895,16.35582774,1627,23.08,CC,CC,CC,CC,CC,,,,
I-16,WB,16.35582774,16.35257206,1628,17.19,NC,NC,NC,NC,NC,,,,
I-16,WB,16.35257206,16.34954175,1629,16,NC,NC,NC,NC,NC,,,,
I-16,WB,16.34954175,16.34539781,1630,21.88,NC,NC,NC,NC,NC,,,,
I-16,WB,16.34539781,16.34096789,1631,23.39,L1,L1,L1,L2,L2,,,,
I-16,WB,16.34096789,16.33779554,1632,16.75,NC,T2,T2,T2,T2,,,,
I-16,WB,16.33779554,16.33475008,1633,16.08,NC,NC,NC,NC,NC,,,,
I-16,WB,16.33475008,16.33056258,1634,22.11,NC,NC,NC,T1,T2,,,,
I-16,WB,16.33056258,16.32623871,1635,22.83,NC,NC,NC,NC,NC,,,,
I-16,WB,16.32623871,16.32308909,1636,16.63,NC,NC,NC,NC,NC,,,,
I-16,WB,16.32308909,16.32003038,1637,16.15,NC,NC,T1,CC,SS,,,,
I-16,WB,16.32003038,16.31584477,1638,22.1,NC,NC,NC,NC,NC,,,,
I-16,WB,16.31584477,16.31145651,1639,23.17,NC,NC,T1,T2,T2,,,,
I-16,WB,16.31145651,16.30828416,1640,16.75,L2,L2,L2,SS,SS,,,,
I-16,WB,16.30828416,16.30528227,1641,15.85,SS,SS,SS,SS,SS,,,,
I-16,WB,16.30528227,16.30111749,1642,21.99,R,R,R,R,R,1,2015,1,
I-16,WB,16.30111749,16.29672166,1643,23.21,NC,NC,NC,NC,NC,,,,
I-16,WB,16.29672166,16.29366863,1644,16.12,CC,CC,CC,CC,CC,,,,
I-16,WB,16.29366863,16.29068189,1645,15.77,NC,NC,NC,NC,NC,,,,
I-16,WB,16.29068189,16.28650007,1646,22.08,NC,NC,NC,NC,NC,,,,
I-16,WB,16.28650007,16.28209855,1647,23.24,L2,L2,L2,L2,L2,,,,
I-16,WB,16.28209855,16.27892999,1648,16.73,NC,NC,NC,NC,NC,,,,
I-16,WB,16.27892999,16.2758959,1649,16.02,NC,NC,NC,NC,NC,,,,
I-16,WB,16.2758959,16.27172733,1650,22.01,NC,NC,NC,NC,NC,,,,
I-16,WB,16.27172733,16.26735233,1651,23.1,NC,NC,NC,NC,NC,,,,
I-16,WB,16.26735233,16.26416673,1652,16.82,NC,NC,NC,NC,NC,,,,
I-16,WB,16.26416673,16.26116862,1653,15.83,NC,NC,NC,NC,NC,,,,
I-16,WB,16.26116862,16.25692619,1654,22.4,NC,NC,NC,NC,NC,,,,
I-16,WB,16.25692619,16.25254362,1655,23.14,NC,NC,NC,NC,NC,,,,
I-16,WB,16.25254362,16.24938074,1656,16.7,NC,NC,NC,NC,NC,,,,
